character_name,character_speech
frulinde ,"frulinde 
jeg har kendt ham – for en del år siden  
han var en tid sagførerfuldmægtig henne på vor 
kant 
"
nora ,"nora 
ja  det var han jo 
"
frulinde ,"frulinde 
hvor han var forandret 
"
nora ,"nora 
han har nok været meget ulykkeligt gift 
"
frulinde ,"frulinde 
nu er han jo enkemand 
"
nora ,"nora 
med mange børn  se så  nu brænder det 
"
frulinde ,"
frulinde 
han driver jo mange slags forretninger  
siges der 
"
nora ,"nora 
så  ja det kan gerne være  jeg ved slet ​
ikke –  men lad os ikke tænke på forretninger  
det er så kedeligt 
"
doktor ,"
doktor rank 
 
nej nej  du  jeg vil ikke forstyrre  jeg vil 
heller gå lidt ind til din hustru   å om forladelse  jeg forstyrrer 
nok her også 
"
nora ,"nora 
nej  på ingen måde   doktor rank  
frulinde 
"
rank ,"rank 
nå så  et navn  som ofte høres her i huset  
jeg tror  jeg gik fruen forbi på trappen  da jeg 
kom 
"
frulinde ,"frulinde 
ja  jeg stiger meget langsomt  jeg kan ikke 
godt tåle det 
"
rank ,"rank 
aha  en liden smule bedærvet indvendig 
"
frulinde ,"frulinde 
egentlig mere overanstrængt 
"
rank ,"rank 
ikke andet  så er de vel kommen til byen 
for at hvile dem ud i alle gæstebudene 
"
frulinde ,"frulinde 
jeg er kommen hid for at søge arbejde 
"
rank ,"rank 
skal det være noget probat middel imod 
overanstrængelse 
"
frulinde ,"frulinde 
man må leve  herr doktor 
"
rank ,"rank 
ja  det er jo en almindelig mening  at det 
skal være så nødvendigt 
"
nora ,"nora 
å ved de hvad  doktor rank  – de vil så  
mæn også gerne leve 
"
rank ,"rank 
ja såmæn vil jeg så  så elendig jeg end 
er  vil jeg dog gerne blive ved at pines i det 
længste  alle mine patienter har det på samme 
vis  og således er det med de moralsk angrebne 
også  der er nu netop​ i dette øjeblik et sligt 
moralsk hospitalslem inde hos helmer –
"
fru ,"fru linde 
 
ah 
"
nora ,"nora 
hvem mener de 
"
rank ,"rank 
å  det er en sagfører krogstad   et menneske  
som de ikke kender noget til  han er bedærvet 
i karakter rødderne  frue  men selv han begyndte
at snakke om  som noget højvigtigt  at han 
måtte leve 
"
nora ,"nora 
så  hvad var det da han vilde tale med 
torvald om 
"
rank ,"rank 
jeg ved sandelig ikke  jeg hørte blot  det 
var noget om aktiebanken 
"
nora ,"nora 
jeg vidste ikke  at krog – at denne sagfører 
krogstad havde noget med aktiebanken at gøre 
"
rank ,"rank 
jo  han har fået et slags ansættelse dernede  
 jeg ved ikke  om man også borte på 
deres kanter har et slags mennesker  som vimser 
hæsblæsende omkring for at opsnuse moralsk 
råddenskab og så få vedkommende indlagt til 
observation i en eller anden fordelagtig stilling  
de sunde må pent finde sig i at stå udenfor 
"
frulinde ,"frulinde 
det er dog vel også de syge  som mest 
trænger til at lukkes ind 
"
rank ,"rank 
 
ja  der har vi det  det er den betragtning  
som gør samfundet til et sygehus 
"
rank ,"nora  
 
"
nora ,"rank 
hvorfor ler de af det  ved de egentlig  
hvad samfundet er 
"
rank ,"nora 
hvad bryr jeg mig om det kedelige sam  
fund  jeg lo af noget ganske andet  – noget 
uhyre morsomt  – sig mig  doktor rank  – 
alle de  som er ansatte i aktiebanken blir altså 
nu afhængige af torvald 
"
nora ,"rank 
er det det  de finder så uhyre morsomt 
"
rank ,"nora 
 
lad mig om det  lad mig om det    ja det er rigtignok umådelig for  
nøjeligt at tænke på  at vi – at torvald har 
fået så megen indflydelse på mange mennesker  
 doktor rank  skal det være 
en liden makron 
"
nora ,"rank 
se  se  makroner  jeg trode det var for  
budne varer her 
"
frulinde ,"nora 
ja  men disse er nogen  som kristine gav 
mig 
"
nora ,"frulinde 
hvad  jeg – 
"
rank ,"nora 
nå  nå  nå  bliv ikke forskrækket  du 
kunde jo ikke vide  at torvald havde forbudt 
det  jeg skal sige dig  han er bange jeg skal 
få stygge tænder af dem  men pyt  – for en  
gangs skyld –  ikke sandt  doktor rank  vær 
så god   og du også  
kristine  og jeg skal også have en  bare en 
liden en – eller højst to   ja nu 
er jeg rigtignok umådelig lykkelig  nu er der 
bare en eneste ting i verden  som jeg skulde have 
en sådan umådelig lyst til 
"
nora ,"rank 
nå  og hvad er det 
"
rank ,"nora 
der er noget  som jeg havde en så umådelig 
lyst til at sige så torvald hørte på det 
"
nora ,"rank 
og hvorfor kan de så ikke sige det 
"
frulinde ,"nora 
nej  det tør jeg ikke  for det er så stygt 
"
rank ,"frulinde 
stygt 
"
nora ,"rank 
ja  da er det ikke rådeligt  men til os kan 
de jo nok –  hvad er det  de har sådan lyst 
til at sige  så helmer hører på det 
"
rank ,"nora 
jeg har en sådan umådelig lyst til at sige  
død og pine 
"
frulinde ,"rank 
er de gal 
"
rank ,"frulinde 
men bevares  nora – 
"
nora ,"rank 
sig det  der er han 
"
​ ,"nora 
 
hys  hys  hys 
"
helmer ,"​
nora 
 
nå  kære torvald  blev du af med ham 
"
nora ,"helmer 
ja  nu gik han 
"
helmer ,"nora 
må jeg forestille dig –  det er kristine  
som er kommen til byen 
"
nora ,"helmer 
kristine –  om forladelse  men jeg ved 
ikke –
"
helmer ,"nora 
fru linde  kære torvald  fru kristine linde 
"
frulinde ,"helmer 
ah så  formodentlig en barndomsveninde 
af min hustru 
"
nora ,"frulinde 
ja vi har kendt hinanden i tidligere dage 
"
helmer ,"nora 
og tænk  nu har hun gjort den lange rejse 
herind for at få tale med dig 
"
frulinde ,"helmer 
hvad skal det sige 
"
nora ,"frulinde 
ja ikke egentlig –
"
helmer ,"nora 
kristine er nemlig så umådelig flink i kon  
torarbejde  og så har hun en sådan uhyre lyst til at 
komme under en dygtig mands ledelse og lære 
mere  end det hun alt kan –
"
nora ,"helmer 
meget fornuftigt  frue 
"
helmer ,"nora 
og da hun så hørte  at du var bleven bank  
direktør – der kom telegram om det – så rejste 
hun så fort hun kunde herind og –  ikke sandt  
torvald  du kan nok for min skyld gøre lidt for 
kristine  hvad 
"
frulinde ,"helmer 
jo det var slet ikke umuligt  fruen er for  
modentlig enke 
"
helmer ,"frulinde 
ja 
"
frulinde ,"helmer 
og har øvelse i kontorforretninger 
"
helmer ,"frulinde 
ja så temmelig 
"
nora ,"helmer 
nå  da er det højst rimeligt  at jeg kan skaffe 
dem en ansættelse –
"
helmer ,"nora 
 
ser du  ser du 
"
frulinde ,"helmer 
de er kommen i et heldigt øjeblik  frue –
"
rank ,"frulinde 
å   hvorledes skal jeg takke dem – 
​
helmer 
behøves slet ikke    men 
idag må de have mig undskyldt –
"
nora ,"rank 
vent  jeg går med dig 
"
helmer ,"
nora 
bliv ikke længe ude  kære torvald 
"
nora ,"helmer 
en times tid  ikke mere 
"
fru ,"nora 
går du også  kristine 
"
helmer ,"fru linde 
 
ja  nu må jeg ud og se mig om efter et 
værelse 
"
nora ,"helmer 
så går vi kanske ned over gaden sammen 
"
frulinde ,"nora 
 
hvor kedeligt  at vi skal bo så indskrænket  
men det er os umuligt at –
"
nora ,"frulinde 
å  hvad tænker du på  farvel  kære nora  
og tak for alt 
"
nora ,"nora 
farvel sålænge  ja  iaften kommer du natur  
ligvis igen  og de også  doktor rank  hvad  
om de blir så bra’  å jo såmæn gør de så  
pak dem bare godt ind 
"
nora ,"
nora 
der er de  der er de 
"
rank ,"
nora 
kom ind  kom ind   
å i søde  velsignede –  ser du dem  kristine  
er de ikke dejlige 
"
helmer ,"rank 
ikke passiar her i luftdraget 
"
nora ,"helmer 
kom  fru linde  nu blir her ikke udholde  
ligt for andre end mødre 
"
nora ,"
nora 
hvor friske og kække i ser ud  nej  for 
røde kinder i har fået  som æbler og roser  
 har i 
moret jer så godt  det var jo prægtigt  ja så  
du har trukket både emmy og bob på kælken  
nej tænk  på engang   ja  du er en flink gut  
ivar  å  lad mig holde hende lidt  anne marie  
mit søde lille dukkebarn   ja  ja  mamma skal danse 
med bob også  hvad  har i kastet snebold  
å  der skulde jeg have været med  nej  ikke 
det  jeg vil selv klæde dem af  anne marie  
å jo  lad mig få lov  det er så morsomt  gå 
ind så længe  du ser så forfrossen ud  der står 
varm kaffe til dig på ovnen 
"
krogstad ,"
nora 
ja så  så der var en stor hund  som løb 
efter jer  men den bed ikke  nej  hundene bider 
ikke små dejlige dukkebørn  ikke se i pakkerne  
ivar  hvad det er  ja  det skulde i bare vide  
å nej  nej  det er noget fælt noget  så  skal 
vi lege  hvad skal vi lege  gemmespil  ja lad 
os lege gemmespil  bob skal gemme sig først  
skal jeg  ja  lad mig gemme mig først 
"
nora ,"
krogstad 
om forladelse  fru helmer –
"
krogstad ,"nora 
 
ah  hvad vil de 
"
nora ,"krogstad 
undskyld  yderdøren stod påklem   der må 
nogen have glemt at lukke den –
"
krogstad ,"nora 
 
min mand er ikke hjemme  herr krogstad 
"
nora ,"krogstad 
jeg ved det 
"
nora ,"nora 
ja – hvad vil de så her 
​
krogstad 
tale et ord med dem  
"
nora ,"nora 
med –   gå ind til anne  
marie  hvad  nej  den fremmede mand vil ikke 
gøre mamma noget ondt  når han er gået  skal 
vi lege igen 
"
krogstad ,"
nora 
 
de vil tale med mig 
"
nora ,"krogstad 
ja  jeg vil det 
"
krogstad ,"nora 
idag –  men vi har jo endnu ikke den første 
i måneden –
"
nora ,"krogstad 
nej  vi har julaften   det vil komme an på 
dem selv  hvad juleglæde de får 
"
krogstad ,"nora 
hvad er det  de vil  jeg kan aldeles ikke 
idag –
"
nora ,"krogstad 
det skal vi indtil videre ikke snakke om  
det er noget andet  de har dog vel tid et 
øjeblik 
"
krogstad ,"nora 
å ja  ja visst  det har jeg nok  endskønt –
"
nora ,"krogstad 
godt  jeg sad inde på olsens restauration 
og så deres mand gå nedover gaden –
"
krogstad ,"nora 
ja vel 
"
nora ,"krogstad 
– med en dame 
"
krogstad ,"nora 
og hvad så 
"
nora ,"krogstad 
måtte jeg være så fri at spørge  var ikke 
den dame en fru linde 
"
krogstad ,"nora 
jo 
"
nora ,"krogstad 
netop kommen til byen 
"
krogstad ,"nora 
ja  idag 
"
nora ,"krogstad 
hun er jo en god veninde af dem 
"
krogstad ,"nora 
jo  det er hun  men jeg indser ikke –
"
nora ,"krogstad 
jeg har også kendt hende engang 
"
krogstad ,"nora 
det ved jeg 
"
nora ,"krogstad 
så  de har rede på den sag  det tænkte 
jeg nok  ja  må jeg så spørge dem kort og 
godt  skal fru linde have nogen ansættelse i 
aktiebanken 
"
krogstad ,"nora 
hvor kan de tillade dem at udspørge mig  
herr krogstad  de   en af min mands underord  
nede  men​ siden de spørger  så skal de få vide 
det  ja  fru linde skal have en ansættelse  og 
det er mig  som har talt hendes sag  herr krog  
stad  nu ved de det 
"
nora ,"krogstad 
jeg havde altså lagt rigtig sammen 
"
krogstad ,"nora 
 
å  man har dog vel altid en liden smule 
indflydelse  skulde jeg tro  fordi om man er en 
kvinde  er det slet ikke derfor sagt  at –  når 
man står i et underordnet forhold  herr krogstad  
så burde man virkelig vogte sig for at støde 
nogen  som – hm –
"
nora ,"krogstad 
– som har indflydelse 
"
krogstad ,"nora 
ja netop 
"
nora ,"krogstad 
 
fru helmer  vil de være af den godhed at 
anvende deres indflydelse til fordel for mig 
"
krogstad ,"nora 
hvad nu  hvad mener de 
"
nora ,"krogstad 
vil de være så god at sørge for  at jeg be  
holder min underordnede stilling i banken 
"
krogstad ,"nora 
hvad skal det sige  hvem tænker på at tage 
deres stilling fra dem 
"
nora ,"krogstad 
å  de behøver ikke at spille den uvidende 
ligeover for mig  jeg skønner godt  at det ikke 
kan være deres veninde behageligt at udsætte 
sig for at støde sammen med mig  og jeg skønner 
nu også  hvem jeg kan takke for  at jeg skal 
jages væk 
"
krogstad ,"nora 
men jeg forsikrer dem –
"
nora ,"krogstad 
ja  ja  ja  kort og godt  det er endnu tid 
og jeg råder dem  at de anvender deres ind  
flydelse for at forhindre det 
"
krogstad ,"nora 
men  herr krogstad  jeg har aldeles ingen 
indflydelse 
"
nora ,"krogstad 
ikke det  jeg syntes  de nylig selv sagde –
"
nora ,"nora 
det var naturligvis ikke således at forstå  
jeg  hvor kan de tro  at jeg har nogen sådan 
indflydelse på min mand 
​
krogstad 
å  jeg kender deres mand fra studenter  
dagene  jeg tænker ikke herr bankdirektøren er 
fastere  end andre ægtemænd 
"
krogstad ,"nora 
taler de ringeagtende om min mand  så 
viser jeg dem døren 
"
nora ,"krogstad 
fruen er modig 
"
krogstad ,"nora 
jeg er ikke bange for dem længer  når 
nytår er over  skal jeg snart være ude af det 
hele 
"
nora ,"krogstad 
 
hør mig nu  frue  hvis det blir nødvendigt  
så kommer jeg til at kæmpe ligesom på livet  
for at beholde min lille post i banken 
"
krogstad ,"nora 
ja  det lader virkelig til 
"
nora ,"krogstad 
det er ikke bare for indtægtens skyld  den 
er det mig endogså mindst om at gøre  men 
der er noget andet –  nå ja  ud med det  det 
er dette her  ser de  de ved naturligvis lige så 
godt som alle andre  at jeg engang for en del år 
siden har gjort mig skyldig i en ubesindighed 
"
krogstad ,"nora 
jeg tror  jeg har hørt om noget sådant 
"
nora ,"krogstad 
sagen kom ikke for retten  men alle veje 
blev ligesom stængte for mig med det samme  
så slog jeg ind på de forretninger  som de jo 
ved   noget måtte jeg jo gribe til  og jeg tør 
sige  jeg har ikke været blandt de værste  men 
nu må jeg ud af alt dette  mine sønner vokser 
til  for deres skyld må jeg se at skaffe mig til  
bage så megen borgerlig agtelse  som muligt  
denne post i banken var ligesom det første trappe  
trin for mig  og nu vil deres mand sparke mig 
væk fra trappen  så jeg kommer til at stå nede 
i sølen igen 
"
krogstad ,"nora 
men for guds skyld  herr krogstad  det står 
aldeles ikke i min magt at hjælpe dem 
"
nora ,"krogstad 
det er fordi de ikke har vilje til det  men 
jeg har midler til at tvinge dem 
"
krogstad ,"nora 
de vil dog vel ikke fortælle min mand  at 
jeg skylder dem penge 
"
nora ,"krogstad 
hm  hvis jeg nu fortalte ham det 
"
krogstad ,"nora 
det vilde være skammeligt handlet af dem  
 denne hemmelighed  som er min 
glæde og min stolthed  den skulde han få vide 
på en så styg og plump måde  – få vide den af 
dem  de vil udsætte mig for de frygteligste 
ubehageligheder –
"
nora ,"krogstad 
bare ubehageligheder 
"
krogstad ,"nora 
 
men gør de det kun  det blir værst for dem 
selv  for da får min mand rigtig se  hvilket slet 
menneske de er  og da får de nu aldeles ikke 
beholde posten 
"
nora ,"krogstad 
jeg spurgte  om det bare var huslige ubehage  
ligheder  de var bange for 
"
krogstad ,"nora 
får min mand det at vide  så vil han natur  
ligvis straks betale  hvad der står til rest  og så 
har vi ikke mere med dem at skaffe 
"
nora ,"krogstad 
 
hør  fru helmer  – enten har de ikke 
nogen stærk hukommelse  eller også har de ikke 
videre skøn på forretninger  jeg får nok sætte 
dem lidt grundigere ind i sagen 
"
krogstad ,"nora 
hvorledes det 
"
nora ,"krogstad 
da deres mand var syg  kom de til mig 
for at få låne tolv hundrede specier 
"
krogstad ,"nora 
jeg vidste ingen anden 
"
nora ,"krogstad 
jeg loved da at skaffe dem beløbet –
"
krogstad ,"nora 
de skaffed det jo også 
"
krogstad ,"krogstad 
jeg loved at skaffe dem beløbet på visse be  
tingelser  de var dengang så optagen af deres 
mands sygdom  og så ivrig for at få rejsepenge  
at jeg tror  de ikke havde videre tanke for alle 
biomstændighederne  det er derfor ikke afvejen 
at minde dem om dette  nå  jeg loved at skaffe 
dem pengene mod et gældsbevis  som jeg affatted 
​
nora 
ja  og som jeg underskrev 
"
nora ,"krogstad 
godt  men nedenunder tilføjed jeg nogle 
linjer  hvori deres fader indestod for gælden  
disse linjer skulde deres fader underskrive 
"
krogstad ,"nora 
skulde –  han underskrev jo 
"
nora ,"krogstad 
jeg havde sat datum in blanco  det vil sige  
deres fader skulde selv anføre  på hvilken dag 
han underskrev papiret  husker fruen det 
"
krogstad ,"nora 
ja jeg tror nok –
"
nora ,"krogstad 
jeg overgav dem derpå gældsbeviset  for at 
de skulde sende det i posten til deres fader  
var det ikke så 
"
krogstad ,"nora 
jo 
"
nora ,"krogstad 
og det gjorde de naturligvis også straks  
for allerede en fem–sex dage efter bragte de 
mig beviset med deres faders underskrift  så 
fik de da beløbet udbetalt 
"
krogstad ,"nora 
nu ja  har jeg ikke afbetalt ordentligt 
"
nora ,"krogstad 
så temmelig  jo  men – for at komme
tilbage til det  vi talte om  – det var nok en 
tung tid for dem dengang  frue 
"
krogstad ,"nora 
ja det var det 
"
nora ,"krogstad 
deres fader lå nok meget syg  tror jeg 
"
krogstad ,"nora 
han lå på sit yderste 
"
nora ,"krogstad 
døde nok kort efter 
"
krogstad ,"nora 
ja 
"
nora ,"krogstad 
sig mig  fru helmer  skulde de tilfældigvis 
huske deres faders dødsdag  hvad dag i måne  
den  mener jeg 
"
krogstad ,"nora 
pappa døde den 29  september 
"
nora ,"krogstad 
det er ganske rigtigt  det har jeg erkyndiget 
mig om  og derfor er der en besynderlighed  
 som jeg slet ikke kan forklare 
mig 
"
krogstad ,"nora 
hvilken besynderlighed  jeg ved ikke –
"
nora ,"krogstad 
det er den besynderlighed  frue  at deres 
fader har underskrevet dette gældsbevis tre dage 
efter sin død 
"
krogstad ,"nora 
hvorledes  jeg forstår ikke –
"
krogstad ,"krogstad 
deres fader døde den 29  september  men 
se her  her har deres fader dateret sin under  
skrift den 2  oktober  er ikke det besynderligt  
frue 
"
krogstad ,"nora 
 
"
nora ,"krogstad 
kan de forklare mig det 
"
krogstad ,"nora 
 
"
nora ,"krogstad 
påfaldende er det også  at ordene 2  oktober 
og årstallet ikke er skrevet med deres faders 
håndskrift  men med en håndskrift  som jeg synes 
jeg skulde kende  nå  det lar sig jo forklare  
deres fader kan have glemt at datere sin under  
skrift  og så har en eller anden gjort det på 
måfå her  forinden man endnu vidste om døds  
faldet  der er ikke noget ondt i det  det er 
navnets underskrift  det kommer an på  og den 
er jo ægte  fru helmer  det er jo virkelig deres 
fader  som selv har skrevet sit navn her 
"
krogstad ,"nora 
 
nej  det er ikke  det er mig  som har 
skrevet pappas navn 
"
nora ,"krogstad 
hør  frue  – ved de vel  at dette er en 
farlig tilståelse 
"
nora ,"nora 
hvorfor det  de skal snart få deres penge 
"
krogstad ,"krogstad 
må jeg gøre dem et spørgsmål  – hvorfor 
sendte de ikke papiret til deres fader 
"
nora ,"nora 
det var umuligt  pappa lå jo syg  hvis 
jeg skulde have bedt om hans underskrift  så 
måtte jeg også sagt ham  hvad pengene skulde 
bruges til  men jeg kunde jo ikke sige ham  så 
syg som han var  at min mands liv stod i fare  
det var jo umuligt 
​
krogstad 
så havde det været bedre for dem  om de 
havde opgivet den udenlandsrejse 
"
krogstad ,"nora 
nej  det var umuligt  den rejse skulde jo 
redde min mands liv  den kunde jeg ikke 
opgive 
"
nora ,"krogstad 
men tænkte de da ikke på  at det var et 
bedrageri imod mig – 
"
krogstad ,"nora 
det kunde jeg aldeles ikke tage noget hensyn 
til  jeg brød mig slet ikke om dem  jeg kunde 
ikke udstå dem for alle de kolde vanskeligheder  
de gjorde  skønt de vidste  hvor farligt det stod 
til med min mand 
"
nora ,"krogstad 
fru helmer  de har åbenbart ikke nogen 
klar forestilling om  hvad det egentlig er for 
noget  de har gjort dem skyldig i  men jeg 
kan fortælle dem  at det var hverken noget mere 
eller noget værre  det  jeg engang begik  og som 
ødelagde hele min borgerlige stilling 
"
krogstad ,"nora 
de  vil de bilde mig ind  at de skulde 
have foretaget dem noget modigt for at redde 
deres hustrus liv 
"
nora ,"krogstad 
lovene spørger ikke om bevæggrunde 
"
krogstad ,"nora 
da må det være nogen meget dårlige love 
"
nora ,"krogstad 
dårlige eller ikke  – fremlægger jeg dette 
papir i retten  så blir de dømt efter lovene 
"
børnene ,"nora 
det tror jeg aldeles ikke  en datter skulde 
ikke have ret til at skåne sin gamle dødssyge 
fader for ængstelser og bekymringer  skulde ikke 
en hustru have ret til at redde sin mands liv  jeg 
kender ikke lovene så nøje  men jeg er viss på  
at der må stå etsteds i dem  at sådant er tilladt  
og det ved ikke de besked om  de  som er 
sagfører  de må være en dårlig jurist  herr krogstad 
"
nora ,"krogstad 
kan så være  men forretninger  – slige 
forretninger  som vi to har med hinanden  – 
dem tror de dog vel  jeg forstår mig på  godt  
gør nu hvad de​ lyster  men det siger jeg dem  
blir jeg udstødt for anden gang  så skal de gøre 
mig selskab 
"
børnene ,"
nora 
 
å hvad  – at ville gøre mig bange  så 
enfoldig er jeg da ikke   men –  – – 
nej  men det er jo umuligt  jeg gjorde det jo 
af kærlighed 
"
nora ,"børnene 
 
mamma  nu gik den fremmede mand ud 
igennem porten 
"
børnene ,"nora 
ja  ja  jeg ved det  men tal ikke til nogen 
om den fremmede mand  hører i det  ikke til 
pappa heller 
"
nora ,"børnene 
nej  mamma  men vil du så lege igen 
"
nora ,"nora 
nej  nej  ikke nu 
"
stuepigen ,"børnene 
å men  mamma  du loved det jo 
"
nora ,"nora 
ja  men jeg kan ikke nu  gå ind  jeg har 
så meget at gøre  gå ind  gå ind  kære søde 
børn 
"
stuepigen ,"
nora 
 
nej   helene  lad mig få træet ind   nej  
men det er jo aldeles umuligt 
"
nora ,"stuepigen 
 
hvor skal jeg sætte det  frue 
"
nora ,"nora 
der  midt på gulvet 
"
nora ,"stuepigen 
skal jeg ellers hente noget 
"
helmer ,"nora 
nej  tak  jeg har  hvad jeg behøver 
"
nora ,"
nora 
 
her skal lys – og her skal blomster  – 
det afskyelige menneske  snak  snak  snak  der 
er ingen ting ivejen  juletræet skal blive dejligt  
jeg vil gøre alt  hvad du har lyst til  torvald  
– jeg skal synge for dig  danse for dig –
​
"
helmer ,"nora 
ah  – kommer du alt igen 
"
nora ,"helmer 
ja  har her været nogen 
"
helmer ,"nora 
her  nej 
"
nora ,"helmer 
det var besynderligt  jeg så krogstad gå 
ud af porten 
"
helmer ,"nora 
så  å ja  det er sandt  krogstad var her 
et øjeblik 
"
nora ,"helmer 
nora  jeg kan se det på dig  han har været 
her og bedt dig lægge et godt ord ind for ham 
"
helmer ,"nora 
ja 
"
nora ,"helmer 
og det skulde du gøre ligesom af egen drift  
du skulde fortie for mig  at han havde været 
her  bad han ikke om det også 
"
helmer ,"nora 
jo  torvald  men –
"
nora ,"helmer 
nora  nora  og det kunde du indlade dig 
på  føre samtale med et sligt menneske  og give 
ham løfte på noget  og så ovenikøbet sige mig 
en usandhed 
"
helmer ,"nora 
en usandhed – 
"
nora ,"helmer 
sagde du ikke  at her ingen havde været  
 det må aldrig min lille sangfugl 
gøre mere  en sangfugl må have rent næb at 
kviddre med  aldrig falske toner   er det ikke så det skal være  jo  det 
vidste jeg nok   og så ikke mere 
om det   ah  hvor her er lunt 
og hyggeligt  
"
helmer ,"nora 
 
torvald 
"
nora ,"helmer 
ja 
"
helmer ,"nora 
jeg glæder mig så umådeligt til kostume  
ballet hos stenborgs iovermorgen 
"
helmer ,"helmer 
og jeg er umådelig nysgærrig efter at se  
hvad du vil overraske mig med 
"
nora ,"nora 
ak  det dumme indfald 
"
helmer ,"helmer 
nå 
​
nora 
jeg kan ikke finde på noget  som duer  alt  
sammen blir så tåbeligt  så intetsigende 
"
nora ,"helmer 
er lille nora kommen til den erkendelse 
"
helmer ,"nora 
 
har du meget travlt   torvald 
"
nora ,"helmer 
a –
"
helmer ,"nora 
hvad er det for papirer 
"
nora ,"helmer 
banksager 
"
helmer ,"nora 
allerede 
"
nora ,"helmer 
jeg har ladet den aftrædende bestyrelse give 
mig fuldmagt til at foretage de fornødne for  
andringer i personalet og i forretningsplanen  det 
må jeg bruge juleugen til  jeg vil have alt i 
orden til nytår 
"
helmer ,"nora 
det var altså derfor  at denne stakkers krog  
stad –
"
nora ,"helmer 
hm 
"
helmer ,"nora 
 
hvis du ikke havde havt så travlt  vilde 
jeg have bedt dig om en umådelig stor tjeneste  
torvald 
"
nora ,"helmer 
lad mig høre  hvad skulde det være 
"
helmer ,"nora 
der er jo ingen  der har en sådan fin smag  
som du  nu vilde jeg så gerne se godt ud på 
kostumeballet  torvald  kunde ikke du tage dig 
af mig og bestemme  hvad jeg skal være  og 
hvorledes min dragt skal være indrettet 
"
nora ,"helmer 
aha  er den lille egensindige ude og søger 
en redningsmand 
"
nora ,"nora 
ja torvald  jeg kan ikke komme nogen vej 
uden din hjelp 
"
helmer ,"helmer 
godt  godt  jeg skal tænke på sagen  vi 
skal nok finde på råd 
"
nora ,"nora 
å hvor det er snilt af dig   hvor smukt de røde blomster tar sig ud  
– men sig mig  er det virkelig så slemt  det  
som denne krogstad har gjort sig skyldig i 
​
helmer 
skrevet falske navne  har du nogen fore  
stilling om  hvad det vil sige 
"
helmer ,"nora 
kan han ikke have gjort det af nød 
"
helmer ,"helmer 
jo  eller  som så mange  i ubesindighed  
jeg er ikke så hjerteløs  at jeg ubetinget skulde 
fordømme en mand for en sådan enkeltstående 
handlings skyld 
"
nora ,"nora 
nej  ikke sandt  torvald 
"
helmer ,"helmer 
mangen en kan moralsk rejse sig igen  hvis 
han åbent bekender sin brøde og udstår sin straf 
​
nora 
straf – 
"
nora ,"helmer 
men den vej gik nu ikke krogstad  han 
hjalp sig igennem ved kneb og kunstgreb  og 
det er dette  som moralsk har nedbrudt ham 
"
helmer ,"nora 
tror du  at det skulde – 
"
nora ,"helmer 
tænk dig blot  hvorledes et sådant skyld  
bevidst menneske må lyve og hykle og forstille 
sig til alle sider  må gå med maske på ligeover 
for sine allernærmeste  ja ligeover for sin egen 
hustru og sine egne børn  og dette med børnene  
det er just det forfærdeligste  nora 
"
helmer ,"nora 
hvorfor 
"
nora ,"helmer 
fordi en sådan dunstkreds af løgn bringer 
smitte og sygdomsstof ind i et helt hjems liv  
hvert åndedrag  som børnene tager i et sådant 
hus  er fyldt med spirer til noget stygt 
"
helmer ,"nora 
 
er du viss på det 
"
nora ,"helmer 
å kære  det har jeg tidtnok erfaret som ​
advokat  næsten alle tidligt forvorpne mennesker 
har havt løgnagtige mødre 
"
helmer ,"nora 
hvorfor just – mødre 
"
nora ,"helmer 
det skriver sig hyppigst fra mødrene  men 
fædre virker naturligvis i samme retning  det ved 
enhver sagfører meget godt  og dog har denne 
krogstad gået derhjemme i hele år og forgiftet 
sine egne​ børn i løgn og forstillelse  det er der  
for jeg kalder ham moralsk forkommen   derfor skal min søde lille 
nora love mig ikke at tale hans sag  din hånd 
på det  nå  nå  hvad er det  ræk mig hånden  
se så  afgjort altså  jeg forsikrer dig  det vilde 
været mig umuligt at arbejde sammen med ham  
jeg føler bogstavelig et legemligt ildebefindende i 
slige menneskers nærhed 
"
barnepigen ,"nora 
 
hvor varmt her er  og jeg har så meget 
at bestille 
"
nora ,"helmer 
 
ja  jeg får også tænke på at få læst lidt af 
dette igennem før bordet  din dragt skal jeg 
også tænke på  og noget til at hænge i guld  
papir på juletræet har jeg kanske også i bered  ​
skab   å du min vel  
signede lille sangfugl 
"
barnepigen ,"
nora 
 
å hvad  det er ikke så  det er umuligt  
det må være umuligt 
"
nora ,"barnepigen 
 
de små beer så vakkert om de må komme 
ind til mamma 
"
nora ,"nora 
nej  nej  nej  slip dem ikke ind til mig  
vær hos dem du  anne marie 
"
barnepigen ,"barnepigen 
ja  ja  frue 
"
nora ,"
nora 
 
fordærve mine små børn –  forgifte hjemmet  
 dette er ikke sandt  
dette er aldrig i evighed sandt 
 ​ ​
anden akt 
"
barnepigen ,"nora 
 
nu kom der nogen   nej  
– der er ingen  naturligvis – der kommer 
ingen idag  første juledag  – og ikke imorgen 
heller  – men kanske –  nej  
ingenting i brevkassen  ganske tom   å tosseri  han gør naturligvis ikke alvor 
af det  der kan jo ikke ske noget sligt  det 
er umuligt  jeg har jo tre små børn 
"
nora ,"
barnepigen 
jo endelig fandt jeg da æsken med maske  
radeklæderne 
"
barnepigen ,"nora 
tak  sæt den på bordet 
"
nora ,"barnepigen 
 
men de er nok svært i uorden 
"
