character_name,character_speech
krogstad ,krogstad  then it is because you haven t the will  but i have means tocompel you
nora ,nora  you don t mean that you will tell my husband that i owe you money
krogstad ,krogstad  hm   suppose i were to tell him
nora ,nora  it would be perfectly infamous of you   to think of hislearning my secret  which has been my joy and pride  in such an ugly clumsy way  that he should learn it from you  and it would put me in ahorribly disagreeable position
krogstad ,krogstad  only disagreeable
nora ,nora   well  do it  then   and it will be the worse foryou  my husband will see for himself what a blackguard you are  and youcertainly won t keep your post then
krogstad ,krogstad  i asked you if it was only a disagreeable scene at home thatyou were afraid of
nora ,nora  if my husband does get to know of it  of course he will at oncepay you what is still owing  and we shall have nothing more to do withyou
krogstad ,krogstad   listen to me  mrs  helmer  either youhave a very bad memory or you know very little of business  i shall beobliged to remind you of a few details
nora ,nora  what do you mean
krogstad ,krogstad  when your husband was ill  you came to me to borrow twohundred and fifty pounds
nora ,nora  i didn t know anyone else to go to
krogstad ,krogstad  i promised to get you that amount
nora ,nora  yes  and you did so
krogstad ,krogstad  i promised to get you that amount  on certain conditions your mind was so taken up with your husband s illness  and you were soanxious to get the money for your journey  that you seem to have paidno attention to the conditions of our bargain  therefore it will not beamiss if i remind you of them  now  i promised to get the money on thesecurity of a bond which i drew up
nora ,nora  yes  and which i signed
krogstad ,krogstad  good  but below your signature there were a few linesconstituting your father a surety for the money  those lines your fathershould have signed
nora ,nora  should  he did sign them
krogstad ,krogstad  i had left the date blank  that is to say  your father shouldhimself have inserted the date on which he signed the paper  do youremember that
nora ,nora  yes  i think i remember
krogstad ,krogstad  then i gave you the bond to send by post to your father  isthat not so
nora ,nora  yes
krogstad ,krogstad  and you naturally did so at once  because five or six daysafterwards you brought me the bond with your father s signature  andthen i gave you the money
nora ,nora  well  haven t i been paying it off regularly
krogstad ,krogstad  fairly so  yes  but  to come back to the matter in hand  thatmust have been a very trying time for you  mrs  helmer
nora ,nora  it was  indeed
krogstad ,krogstad  your father was very ill  wasn t he
nora ,nora  he was very near his end
krogstad ,krogstad  and died soon afterwards
nora ,nora  yes
krogstad ,krogstad  tell me  mrs  helmer  can you by any chance remember what dayyour father died   on what day of the month  i mean
nora ,nora  papa died on the 29th of september
krogstad ,krogstad  that is correct  i have ascertained it for myself  and  asthat is so  there is a discrepancy which i cannot account for
nora ,nora  what discrepancy  i don t know
krogstad ,krogstad  the discrepancy consists  mrs  helmer  in the fact that yourfather signed this bond three days after his death
nora ,nora  what do you mean  i don t understand
krogstad ,krogstad  your father died on the 29th of september  but  look here your father has dated his signature the 2nd of october  it is adiscrepancy  isn t it   can you explain it to me   it is a remarkable thing  too  that the words  2ndof october   as well as the year  are not written in your father shandwriting but in one that i think i know  well  of course it can beexplained  your father may have forgotten to date his signature  andsomeone else may have dated it haphazard before they knew of his death there is no harm in that  it all depends on the signature of the name and that is genuine  i suppose  mrs  helmer  it was your father himselfwho signed his name here
nora ,nora   no  it was not  it was i that wrote papa s name
krogstad ,krogstad  are you aware that is a dangerous confession
nora ,nora  in what way  you shall have your money soon
krogstad ,krogstad  let me ask you a question  why did you not send the paper toyour father
nora ,nora  it was impossible  papa was so ill  if i had asked him for hissignature  i should have had to tell him what the money was to beused for  and when he was so ill himself i couldn t tell him that myhusband s life was in danger  it was impossible
krogstad ,krogstad  it would have been better for you if you had given up yourtrip abroad
nora ,nora  no  that was impossible  that trip was to save my husband s life i couldn t give that up
krogstad ,krogstad  but did it never occur to you that you were committing a fraudon me
nora ,nora  i couldn t take that into account  i didn t trouble myself aboutyou at all  i couldn t bear you  because you put so many heartlessdifficulties in my way  although you knew what a dangerous condition myhusband was in
krogstad ,krogstad  mrs  helmer  you evidently do not realise clearly what it isthat you have been guilty of  but i can assure you that my one falsestep  which lost me all my reputation  was nothing more or nothing worsethan what you have done
nora ,nora  you  do you ask me to believe that you were brave enough to run arisk to save your wife s life
krogstad ,krogstad  the law cares nothing about motives
nora ,nora  then it must be a very foolish law
krogstad ,krogstad  foolish or not  it is the law by which you will be judged  ifi produce this paper in court
nora ,nora  i don t believe it  is a daughter not to be allowed to spare herdying father anxiety and care  is a wife not to be allowed to save herhusband s life  i don t know much about law  but i am certain that theremust be laws permitting such things as that  have you no knowledge ofsuch laws  you who are a lawyer  you must be a very poor lawyer  mr krogstad
krogstad ,krogstad  maybe  but matters of business  such business as you and ihave had together  do you think i don t understand that  very well  doas you please  but let me tell you this  if i lose my position a secondtime  you shall lose yours with me
nora ,nora  nonsense  trying to frighten me like that   i am not so silly as hethinks  and yet    no  it s impossible  i did it for love s sake
the ,the children   mother  the stranger man hasgone out through the gate
nora ,nora  yes  dears  i know  but  don t tell anyone about the stranger man do you hear  not even papa
children ,children  no  mother  but will you come and play again
nora ,nora  no  no   not now
children ,children  but  mother  you promised us
nora ,nora  yes  but i can t now  run away in  i have such a lot to do  runaway in  my sweet little darlings   no
helen ,helen  bring the tree in   no  no  it is quite impossible
maid ,maid   where shall i put it  ma am
nora ,nora  here  in the middle of the floor
maid ,maid  shall i get you anything else
nora ,nora  no  thank you  i have all i want   exit maid
nora ,nora   a candle here and flowers here  thehorrible man  it s all nonsense  there s nothing wrong  the treeshall be splendid  i will do everything i can think of to please you torvald   i will sing for you  dance for you   oh  are you back already
helmer ,helmer  yes  has anyone been here
nora ,nora  here  no
helmer ,helmer  that is strange  i saw krogstad going out of the gate
nora ,nora  did you  oh yes  i forgot  krogstad was here for a moment
helmer ,helmer  nora  i can see from your manner that he has been here beggingyou to say a good word for him
nora ,nora  yes
helmer ,helmer  and you were to appear to do it of your own accord  you were toconceal from me the fact of his having been here  didn t he beg that ofyou too
nora ,nora  yes  torvald  but
helmer ,helmer  nora  nora  and you would be a party to that sort of thing  tohave any talk with a man like that  and give him any sort of promise and to tell me a lie into the bargain
nora ,nora  a lie
helmer ,helmer  didn t you tell me no one had been here   my little songbird must never do that again  a songbird must havea clean beak to chirp with  no false notes   that is so  isn t it  yes  i am sure it is   wewill say no more about it   how warm and snugit is here
nora ,nora  torvald
helmer ,helmer  yes
nora ,nora  i am looking forward tremendously to the fancy dress ball at thestenborgs  the day after tomorrow
helmer ,helmer  and i am tremendously curious to see what you are going tosurprise me with
nora ,nora  it was very silly of me to want to do that
helmer ,helmer  what do you mean
nora ,nora  i can t hit upon anything that will do  everything i think ofseems so silly and insignificant
helmer ,helmer  does my little nora acknowledge that at last
nora ,nora   areyou very busy  torvald
helmer ,helmer  well
nora ,nora  what are all those papers
helmer ,helmer  bank business
nora ,nora  already
helmer ,helmer  i have got authority from the retiring manager to undertake thenecessary changes in the staff and in the rearrangement of the work  andi must make use of the christmas week for that  so as to have everythingin order for the new year
nora ,nora  then that was why this poor krogstad
helmer ,helmer  hm
nora ,nora   if youhadn t been so busy i should have asked you a tremendously big favour torvald
helmer ,helmer  what is that  tell me
nora ,nora  there is no one has such good taste as you  and i do so want tolook nice at the fancy dress ball  torvald  couldn t you take me in handand decide what i shall go as  and what sort of a dress i shall wear
helmer ,helmer  aha  so my obstinate little woman is obliged to get someone tocome to her rescue
nora ,nora  yes  torvald  i can t get along a bit without your help
helmer ,helmer  very well  i will think it over  we shall manage to hit uponsomething
nora ,nora  that is nice of you  how pretty the red flowers look    but  tell me  was it really somethingvery bad that this krogstad was guilty of
helmer ,helmer  he forged someone s name  have you any idea what that means
nora ,nora  isn t it possible that he was driven to do it by necessity
helmer ,helmer  yes  or  as in so many cases  by imprudence  i am not soheartless as to condemn a man altogether because of a single false stepof that kind
nora ,nora  no  you wouldn t  would you  torvald
helmer ,helmer  many a man has been able to retrieve his character  if he hasopenly confessed his fault and taken his punishment
nora ,nora  punishment
helmer ,helmer  but krogstad did nothing of that sort  he got himself out of itby a cunning trick  and that is why he has gone under altogether
nora ,nora  but do you think it would
helmer ,helmer  just think how a guilty man like that has to lie and play thehypocrite with every one  how he has to wear a mask in the presence ofthose near and dear to him  even before his own wife and children  andabout the children  that is the most terrible part of it all  nora
nora ,nora  how
helmer ,helmer  because such an atmosphere of lies infects and poisons the wholelife of a home  each breath the children take in such a house is full ofthe germs of evil
nora ,nora   are you sure of that
helmer ,helmer  my dear  i have often seen it in the course of my life as alawyer  almost everyone who has gone to the bad early in life has had adeceitful mother
nora ,nora  why do you only say  mother
helmer ,helmer  it seems most commonly to be the mother s influence  thoughnaturally a bad father s would have the same result  every lawyeris familiar with the fact  this krogstad  now  has been persistentlypoisoning his own children with lies and dissimulation  that is why isay he has lost all moral character   thatis why my sweet little nora must promise me not to plead his cause  giveme your hand on it  come  come  what is this  give me your hand  therenow  that s settled  i assure you it would be quite impossible for me towork with him  i literally feel physically ill when i am in the companyof such people
nora ,nora   how hot it is in here  and i have such a lot to do
helmer ,helmer   yes  and i musttry and read through some of these before dinner  and i must think aboutyour costume  too  and it is just possible i may have something readyin gold paper to hang up on the tree   myprecious little singing bird
nora ,nora   no  no  it isn t true  it s impossible it must be impossible
nurse ,nurse  the little ones are begging so hard to be allowed to come in tomamma
nora ,nora  no  no  no  don t let them come in to me  you stay with them anne
nurse ,nurse  very well  ma am
nora ,nora   deprave my little children  poison my home   it s not true  it can t possiblybe true
act ,act ii
nora ,nora   someone is coming now   no  it is no one  of course  no one will come today  christmasday  nor tomorrow either  but  perhaps   no  nothing in the letterbox  it is quite empty  what rubbish  of course he can t be in earnest about it  such a thingcouldn t happen  it is impossible  i have three little children
nurse ,nurse  at last i have found the box with the fancy dress
nora ,nora  thanks  put it on the table
nurse ,nurse   but it is very much in want of mending
nora ,nora  i should like to tear it into a hundred thousand pieces
nurse ,nurse  what an idea  it can easily be put in order  just a littlepatience
nora ,nora  yes  i will go and get mrs  linde to come and help me with it
nurse ,nurse  what  out again  in this horrible weather  you will catch cold ma am  and make yourself ill
nora ,nora  well  worse than that might happen  how are the children
nurse ,nurse  the poor little souls are playing with their christmas presents but
nora ,nora  do they ask much for me
nurse ,nurse  you see  they are so accustomed to have their mamma with them
nora ,nora  yes  but  nurse  i shall not be able to be so much with them nowas i was before
nurse ,nurse  oh well  young children easily get accustomed to anything
nora ,nora  do you think so  do you think they would forget their mother ifshe went away altogether
nurse ,nurse  good heavens   went away altogether
nora ,nora  nurse  i want you to tell me something i have often wonderedabout  how could you have the heart to put your own child out amongstrangers
nurse ,nurse  i was obliged to  if i wanted to be little nora s nurse
nora ,nora  yes  but how could you be willing to do it
nurse ,nurse  what  when i was going to get such a good place by it  a poorgirl who has got into trouble should be glad to  besides  that wickedman didn t do a single thing for me
nora ,nora  but i suppose your daughter has quite forgotten you
nurse ,nurse  no  indeed she hasn t  she wrote to me when she was confirmed and when she was married
nora ,nora   dear old anne  you were a goodmother to me when i was little
nurse ,nurse  little nora  poor dear  had no other mother but me  nora  and ifmy little ones had no other mother  i am sure you would  what nonsensei am talking   go in to them  now i must    you will seetomorrow how charming i shall look
nurse ,nurse  i am sure there will be no one at the ball so charming as you ma am
nora ,nora   ifonly i dared go out  if only no one would come  if only i could be surenothing would happen here in the meantime  stuff and nonsense  no onewill come  only i mustn t think about it  i will brush my muff  whatlovely  lovely gloves  out of my thoughts  out of my thoughts  one two  three  four  five  six    ah  there is someone coming
nora ,nora  oh  it s you  christine  there is no one else out there  is there how good of you to come
mrslinde ,mrslinde  i heard you were up asking for me
nora ,nora  yes  i was passing by  as a matter of fact  it is somethingyou could help me with  let us sit down here on the sofa  look here tomorrow evening there is to be a fancy dress ball at the stenborgs  who live above us  and torvald wants me to go as a neapolitanfisher girl  and dance the tarantella that i learned at capri
mrslinde ,mrslinde  i see  you are going to keep up the character
nora ,nora  yes  torvald wants me to  look  here is the dress  torvald had itmade for me there  but now it is all so torn  and i haven t any idea
mrslinde ,mrslinde  we will easily put that right  it is only some of thetrimming come unsewn here and there  needle and thread  now then  that sall we want
nora ,nora  it is nice of you
mrs ,mrs  linde   so you are going to be dressed up tomorrow nora i will tell you what  i shall come in for a moment and see you inyour fine feathers  but i have completely forgotten to thank you for adelightful evening yesterday
nora ,nora   well  i don t think yesterday wasas pleasant as usual  you ought to have come to town a little earlier christine  certainly torvald does understand how to make a house daintyand attractive
mrslinde ,mrslinde  and so do you  it seems to me  you are not your father sdaughter for nothing  but tell me  is doctor rank always as depressed ashe was yesterday
nora ,nora  no  yesterday it was very noticeable  i must tell you that hesuffers from a very dangerous disease  he has consumption of the spine poor creature  his father was a horrible man who committed all sortsof excesses  and that is why his son was sickly from childhood  do youunderstand
mrs ,mrs  linde   but  my dearest nora  how do you knowanything about such things
nora ,nora   pooh  when you have three children  you get visitsnow and then from  from married women  who know something of medicalmatters  and they talk about one thing and another
mrs ,mrs  linde   does doctor rank come hereeveryday
nora ,nora  everyday regularly  he is torvald s most intimate friend  and agreat friend of mine too  he is just like one of the family
mrslinde ,mrslinde  but tell me this  is he perfectly sincere  i mean  isn t hethe kind of man that is very anxious to make himself agreeable
nora ,nora  not in the least  what makes you think that
mrslinde ,mrslinde  when you introduced him to me yesterday  he declared he hadoften heard my name mentioned in this house  but afterwards i noticedthat your husband hadn t the slightest idea who i was  so how coulddoctor rank
nora ,nora  that is quite right  christine  torvald is so absurdly fond of methat he wants me absolutely to himself  as he says  at first he usedto seem almost jealous if i mentioned any of the dear folk at home  sonaturally i gave up doing so  but i often talk about such things withdoctor rank  because he likes hearing about them
mrslinde ,mrslinde  listen to me  nora  you are still very like a child in manythings  and i am older than you in many ways and have a little moreexperience  let me tell you this  you ought to make an end of it withdoctor rank
nora ,nora  what ought i to make an end of
mrslinde ,mrslinde  of two things  i think  yesterday you talked some nonsenseabout a rich admirer who was to leave you money
nora ,nora  an admirer who doesn t exist  unfortunately  but what then
mrslinde ,mrslinde  is doctor rank a man of means
nora ,nora  yes  he is
mrslinde ,mrslinde  and has no one to provide for
nora ,nora  no  no one  but
mrslinde ,mrslinde  and comes here everyday
nora ,nora  yes  i told you so
mrslinde ,mrslinde  but how can this well bred man be so tactless
nora ,nora  i don t understand you at all
mrslinde ,mrslinde  don t prevaricate  nora  do you suppose i don t guess wholent you the two hundred and fifty pounds
nora ,nora  are you out of your senses  how can you think of such a thing  afriend of ours  who comes here everyday  do you realise what a horriblypainful position that would be
mrslinde ,mrslinde  then it really isn t he
nora ,nora  no  certainly not  it would never have entered into my head fora moment  besides  he had no money to lend then  he came into his moneyafterwards
mrslinde ,mrslinde  well  i think that was lucky for you  my dear nora
nora ,nora  no  it would never have come into my head to ask doctor rank although i am quite sure that if i had asked him
mrslinde ,mrslinde  but of course you won t
nora ,nora  of course not  i have no reason to think it could possibly benecessary  but i am quite sure that if i told doctor rank
mrslinde ,mrslinde  behind your husband s back
nora ,nora  i must make an end of it with the other one  and that will bebehind his back too  i must make an end of it with him
mrslinde ,mrslinde  yes  that is what i told you yesterday  but
nora ,nora   a man can put a thing like that straightmuch easier than a woman
mrslinde ,mrslinde  one s husband  yes
nora ,nora  nonsense   when you pay off a debt you get yourbond back  don t you
mrslinde ,mrslinde  yes  as a matter of course
nora ,nora  and can tear it into a hundred thousand pieces  and burn itup  the nasty dirty paper
mrs ,mrs  linde  nora  you are concealing something from me
nora ,nora  do i look as if i were
mrslinde ,mrslinde  something has happened to you since yesterday morning  nora what is it
nora ,nora   christine   hush  there s torvaldcome home  do you mind going in to the children for the present  torvaldcan t bear to see dressmaking going on  let anne help you
mrs ,mrs  linde   certainly  but i amnot going away from here until we have had it out with one another
nora ,nora   i have wanted you so much  torvald dear
helmer ,helmer  was that the dressmaker
nora ,nora  no  it was christine  she is helping me to put my dress in order you will see i shall look quite smart
helmer ,helmer  wasn t that a happy thought of mine  now
nora ,nora  splendid  but don t you think it is nice of me  too  to do as youwish
helmer ,helmer  nice   because you do as your husband wishes  well  well  youlittle rogue  i am sure you did not mean it in that way  but i amnot going to disturb you  you will want to be trying on your dress  iexpect
nora ,nora  i suppose you are going to work
helmer ,helmer  yes   look at that  i have justbeen into the bank
nora ,nora  torvald
helmer ,helmer  yes
nora ,nora  if your little squirrel were to ask you for something very  veryprettily
helmer ,helmer  what then
nora ,nora  would you do it
helmer ,helmer  i should like to hear what it is  first
nora ,nora  your squirrel would run about and do all her tricks if you wouldbe nice  and do what she wants
helmer ,helmer  speak plainly
nora ,nora  your skylark would chirp about in every room  with her song risingand falling
helmer ,helmer  well  my skylark does that anyhow
nora ,nora  i would play the fairy and dance for you in the moonlight torvald
helmer ,helmer  nora  you surely don t mean that request you made to me thismorning
nora ,nora   yes  torvald  i beg you so earnestly
helmer ,helmer  have you really the courage to open up that question again
nora ,nora  yes  dear  you must do as i ask  you must let krogstad keep hispost in the bank
helmer ,helmer  my dear nora  it is his post that i have arranged mrs  lindeshall have
nora ,nora  yes  you have been awfully kind about that  but you could just aswell dismiss some other clerk instead of krogstad
helmer ,helmer  this is simply incredible obstinacy  because you chose to givehim a thoughtless promise that you would speak for him  i am expectedto
nora ,nora  that isn t the reason  torvald  it is for your own sake  thisfellow writes in the most scurrilous newspapers  you have told me soyourself  he can do you an unspeakable amount of harm  i am frightenedto death of him
helmer ,helmer  ah  i understand  it is recollections of the past that scareyou
nora ,nora  what do you mean
helmer ,helmer  naturally you are thinking of your father
nora ,nora  yes  yes  of course  just recall to your mind what these maliciouscreatures wrote in the papers about papa  and how horribly theyslandered him  i believe they would have procured his dismissal if thedepartment had not sent you over to inquire into it  and if you had notbeen so kindly disposed and helpful to him
helmer ,helmer  my little nora  there is an important difference between yourfather and me  your father s reputation as a public official was notabove suspicion  mine is  and i hope it will continue to be so  as longas i hold my office
nora ,nora  you never can tell what mischief these men may contrive  we oughtto be so well off  so snug and happy here in our peaceful home  and haveno cares  you and i and the children  torvald  that is why i beg you soearnestly
helmer ,helmer  and it is just by interceding for him that you make itimpossible for me to keep him  it is already known at the bank that imean to dismiss krogstad  is it to get about now that the new managerhas changed his mind at his wife s bidding
nora ,nora  and what if it did
helmer ,helmer  of course   if only this obstinate little person can get herway  do you suppose i am going to make myself ridiculous before my wholestaff  to let people think that i am a man to be swayed by all sorts ofoutside influence  i should very soon feel the consequences of it  i cantell you  and besides  there is one thing that makes it quite impossiblefor me to have krogstad in the bank as long as i am manager
nora ,nora  whatever is that
helmer ,helmer  his moral failings i might perhaps have overlooked  ifnecessary
nora ,nora  yes  you could  couldn t you
helmer ,helmer  and i hear he is a good worker  too  but i knew him when wewere boys  it was one of those rash friendships that so often prove anincubus in afterlife  i may as well tell you plainly  we were once onvery intimate terms with one another  but this tactless fellow lays norestraint on himself when other people are present  on the contrary he thinks it gives him the right to adopt a familiar tone with me  andevery minute it is  i say  helmer  old fellow   and that sort of thing i assure you it is extremely painful for me  he would make my positionin the bank intolerable
nora ,nora  torvald  i don t believe you mean that
helmer ,helmer  don t you  why not
nora ,nora  because it is such a narrow minded way of looking at things
helmer ,helmer  what are you saying  narrow minded  do you think i amnarrow minded
nora ,nora  no  just the opposite  dear  and it is exactly for that reason
helmer ,helmer  it s the same thing  you say my point of view is narrow minded so i must be so too  narrow minded  very well  i must put an end tothis   helen
nora ,nora  what are you going to do
helmer ,helmer   settle it   look here take this letter and go downstairs with it at once  find a messenger andtell him to deliver it  and be quick  the address is on it  and here isthe money
maid ,maid  very well  sir
helmer ,helmer   now then  little miss obstinate
nora ,nora   torvald  what was that letter
helmer ,helmer  krogstad s dismissal
nora ,nora  call her back  torvald  there is still time  oh torvald  call herback  do it for my sake  for your own sake  for the children s sake  doyou hear me  torvald  call her back  you don t know what that letter canbring upon us
helmer ,helmer  it s too late
nora ,nora  yes  it s too late
helmer ,helmer  my dear nora  i can forgive the anxiety you are in  althoughreally it is an insult to me  it is  indeed  isn t it an insult to thinkthat i should be afraid of a starving quill driver s vengeance  but iforgive you nevertheless  because it is such eloquent witness to yourgreat love for me   and that is as it should be my own darling nora  come what will  you may be sure i shall have bothcourage and strength if they be needed  you will see i am man enough totake everything upon myself
nora ,nora   what do you mean by that
helmer ,helmer  everything  i say
nora ,nora   you will never have to do that
helmer ,helmer  that s right  well  we will share it  nora  as man and wifeshould  that is how it shall be   are you content now there  there   not these frightened dove s eyes  the whole thing is onlythe wildest fancy   now  you must go and play through the tarantella andpractise with your tambourine  i shall go into the inner office and shutthe door  and i shall hear nothing  you can make as much noise as youplease   and when rank comes  tell him where hewill find me
nora ,nora   he was capable of doing it  he will do it  he will do it inspite of everything   no  not that  never  never  anything rather thanthat  oh  for some help  some way out of it  doctor rank  anything rather than that  anything  whatever it is
nora ,nora  good day  doctor rank  i knew your ring  but you mustn t go in totorvald now  i think he is busy with something
rank ,rank  and you
nora ,nora   oh  you know verywell i always have time for you
rank ,rank  thank you  i shall make use of as much of it as i can
nora ,nora  what do you mean by that  as much of it as you can
rank ,rank  well  does that alarm you
nora ,nora  it was such a strange way of putting it  is anything likely tohappen
rank ,rank  nothing but what i have long been prepared for  but i certainlydidn t expect it to happen so soon
nora ,nora   what have you found out  doctor rank you must tell me
rank ,rank   it is all up with me  and it can t behelped
nora ,nora   is it about yourself
rank ,rank  who else  it is no use lying to one s self  i am the most wretchedof all my patients  mrs  helmer  lately i have been taking stock of myinternal economy  bankrupt  probably within a month i shall lie rottingin the churchyard
nora ,nora  what an ugly thing to say
rank ,rank  the thing itself is cursedly ugly  and the worst of it is that ishall have to face so much more that is ugly before that  i shall onlymake one more examination of myself  when i have done that  i shall knowpretty certainly when it will be that the horrors of dissolution willbegin  there is something i want to tell you  helmer s refined naturegives him an unconquerable disgust at everything that is ugly  i won thave him in my sick room
nora ,nora  oh  but  doctor rank
rank ,rank  i won t have him there  not on any account  i bar my door to him as soon as i am quite certain that the worst has come  i shall sendyou my card with a black cross on it  and then you will know that theloathsome end has begun
nora ,nora  you are quite absurd today  and i wanted you so much to be in areally good humour
rank ,rank  with death stalking beside me   to have to pay this penalty foranother man s sin  is there any justice in that  and in every singlefamily  in one way or another  some such inexorable retribution is beingexacted
nora ,nora   rubbish  do talk of somethingcheerful
rank ,rank  oh  it s a mere laughing matter  the whole thing  my poor innocentspine has to suffer for my father s youthful amusements
nora ,nora   i suppose you mean that he wastoo partial to asparagus and pate de foie gras  don t you
rank ,rank  yes  and to truffles
nora ,nora  truffles  yes  and oysters too  i suppose
rank ,rank  oysters  of course  that goes without saying
nora ,nora  and heaps of port and champagne  it is sad that all these nicethings should take their revenge on our bones
rank ,rank  especially that they should revenge themselves on the unluckybones of those who have not had the satisfaction of enjoying them
nora ,nora  yes  that s the saddest part of it all
rank ,rank   hm
nora ,nora   why did you smile
rank ,rank  no  it was you that laughed
nora ,nora  no  it was you that smiled  doctor rank
rank ,rank   you are a greater rascal than i thought
nora ,nora  i am in a silly mood today
rank ,rank  so it seems
nora ,nora   dear  dear doctor rank  deathmustn t take you away from torvald and me
rank ,rank  it is a loss you would easily recover from  those who are gone aresoon forgotten
nora ,nora   do you believe that
rank ,rank  people form new ties  and then
nora ,nora  who will form new ties
rank ,rank  both you and helmer  when i am gone  you yourself are already onthe high road to it  i think  what did that mrs  linde want here lastnight
nora ,nora  oho   you don t mean to say you are jealous of poor christine
rank ,rank  yes  i am  she will be my successor in this house  when i am donefor  this woman will
nora ,nora  hush  don t speak so loud  she is in that room
rank ,rank  today again  there  you see
nora ,nora  she has only come to sew my dress for me  bless my soul  howunreasonable you are   be nice now  doctor rank and tomorrow you will see how beautifully i shall dance  and you canimagine i am doing it all for you  and for torvald too  of course  doctor rank  come and sit downhere  and i will show you something
rank ,rank   what is it
nora ,nora  just look at those
rank ,rank  silk stockings
nora ,nora  flesh coloured  aren t they lovely  it is so dark here now  buttomorrow    no  no  no  you must only look at the feet  oh well  you mayhave leave to look at the legs too
rank ,rank  hm   nora  why are you looking so critical  don t you think theywill fit me
rank ,rank  i have no means of forming an opinion about that
nora ,nora   for shame   that s to punish you
rank ,rank  and what other nice things am i to be allowed to see
nora ,nora  not a single thing more  for being so naughty
rank ,rank   when i am sitting here  talking to you asintimately as this  i cannot imagine for a moment what would have becomeof me if i had never come into this house
nora ,nora   i believe you do feel thoroughly at home with us
rank ,rank   and to beobliged to leave it all
nora ,nora  nonsense  you are not going to leave it
rank ,rank   and not be able to leave behind one the slightesttoken of one s gratitude  scarcely even a fleeting regret  nothing butan empty place which the first comer can fill as well as any other
nora ,nora  and if i asked you now for a    no
rank ,rank  for what
nora ,nora  for a big proof of your friendship
rank ,rank  yes  yes
nora ,nora  i mean a tremendously big favour
rank ,rank  would you really make me so happy for once
nora ,nora  ah  but you don t know what it is yet
rank ,rank  no  but tell me
nora ,nora  i really can t  doctor rank  it is something out of all reason  itmeans advice  and help  and a favour
rank ,rank  the bigger a thing it is the better  i can t conceive what it isyou mean  do tell me  haven t i your confidence
nora ,nora  more than anyone else  i know you are my truest and best friend and so i will tell you what it is  well  doctor rank  it is somethingyou must help me to prevent  you know how devotedly  how inexpressiblydeeply torvald loves me  he would never for a moment hesitate to givehis life for me
rank ,rank   nora  do you think he is the only one
nora ,nora   the only one
rank ,rank  the only one who would gladly give his life for your sake
nora ,nora   is that it
rank ,rank  i was determined you should know it before i went away  and therewill never be a better opportunity than this  now you know it  nora  andnow you know  too  that you can trust me as you would trust no one else
nora ,nora   let me pass
rank ,rank   nora
nora ,nora   helen  bring in the lamp   dear doctor rank  that was really horrid of you
rank ,rank  to have loved you as much as anyone else does  was that horrid
nora ,nora  no  but to go and tell me so  there was really no need
rank ,rank  what do you mean  did you know     nora  mrs  helmer  tell me  had youany idea of this
nora ,nora  oh  how do i know whether i had or whether i hadn t  i reallycan t tell you  to think you could be so clumsy  doctor rank  we weregetting on so nicely
rank ,rank  well  at all events you know now that you can command me  body andsoul  so won t you speak out
nora ,nora   after what happened
rank ,rank  i beg you to let me know what it is
nora ,nora  i can t tell you anything now
rank ,rank  yes  yes  you mustn t punish me in that way  let me havepermission to do for you whatever a man may do
nora ,nora  you can do nothing for me now  besides  i really don t need anyhelp at all  you will find that the whole thing is merely fancy on mypart  it really is so  of course it is   you are a nice sort of man  doctorrank   don t you feel ashamed of yourself  now the lamp has come
rank ,rank  not a bit  but perhaps i had better go  for ever
nora ,nora  no  indeed  you shall not  of course you must come here just asbefore  you know very well torvald can t do without you
rank ,rank  yes  but you
nora ,nora  oh  i am always tremendously pleased when you come
rank ,rank  it is just that  that put me on the wrong track  you are a riddleto me  i have often thought that you would almost as soon be in mycompany as in helmer s
nora ,nora  yes  you see there are some people one loves best  and others whomone would almost always rather have as companions
rank ,rank  yes  there is something in that
nora ,nora  when i was at home  of course i loved papa best  but i alwaysthought it tremendous fun if i could steal down into the maids  room because they never moralised at all  and talked to each other about suchentertaining things
rank ,rank  i see  it is their place i have taken
nora ,nora   oh  dear  nice doctor rank  i nevermeant that at all  but surely you can understand that being with torvaldis a little like being with papa
maid ,maid  if you please  ma am
nora ,nora   oh
rank ,rank  is there anything wrong
nora ,nora  no  no  not in the least  it is only something  it is my newdress
rank ,rank  what  your dress is lying there
nora ,nora  oh  yes  that one  but this is another  i ordered it  torvaldmustn t know about it
rank ,rank  oho  then that was the great secret
nora ,nora  of course  just go in to him  he is sitting in the inner room keep him as long as
rank ,rank  make your mind easy  i won t let him escape
nora ,nora   and he is standing waiting in the kitchen
maid ,maid  yes  he came up the back stairs
nora ,nora  but didn t you tell him no one was in
maid ,maid  yes  but it was no good
nora ,nora  he won t go away
maid ,maid  no  he says he won t until he has seen you  ma am
nora ,nora  well  let him come in  but quietly  helen  you mustn t sayanything about it to anyone  it is a surprise for my husband
maid ,maid  yes  ma am  i quite understand
nora ,nora  this dreadful thing is going to happen  it will happen in spite ofme  no  no  no  it can t happen  it shan t happen
nora ,nora   speak low  my husband is at home
krogstad ,krogstad  no matter about that
nora ,nora  what do you want of me
krogstad ,krogstad  an explanation of something
nora ,nora  make haste then  what is it
krogstad ,krogstad  you know  i suppose  that i have got my dismissal
nora ,nora  i couldn t prevent it  mr  krogstad  i fought as hard as i couldon your side  but it was no good
