character_name,character_speech
nora ,nora nej  det tør jeg ikke  for det er så stygt 
frulinde ,frulinde stygt 
rank ,rank ja  da er det ikke rådeligt  men til os kan de jo nok –  hvad er det  de har sådan lyst til at sige  så helmer hører på det 
nora ,nora jeg har en sådan umådelig lyst til at sige  død og pine 
rank ,rank er de gal 
frulinde ,frulinde men bevares  nora – 
rank ,rank sig det  der er han 
nora ,nora  hys  hys  hys 
​ ,​nora  nå  kære torvald  blev du af med ham 
helmer ,helmer ja  nu gik han 
nora ,nora må jeg forestille dig –  det er kristine  som er kommen til byen 
helmer ,helmer kristine –  om forladelse  men jeg ved ikke –
nora ,nora fru linde  kære torvald  fru kristine linde 
helmer ,helmer ah så  formodentlig en barndomsveninde af min hustru 
frulinde ,frulinde ja vi har kendt hinanden i tidligere dage 
nora ,nora og tænk  nu har hun gjort den lange rejse herind for at få tale med dig 
helmer ,helmer hvad skal det sige 
frulinde ,frulinde ja ikke egentlig –
nora ,nora kristine er nemlig så umådelig flink i kon  torarbejde  og så har hun en sådan uhyre lyst til at komme under en dygtig mands ledelse og lære mere  end det hun alt kan –
helmer ,helmer meget fornuftigt  frue 
nora ,nora og da hun så hørte  at du var bleven bank  direktør – der kom telegram om det – så rejste hun så fort hun kunde herind og –  ikke sandt  torvald  du kan nok for min skyld gøre lidt for kristine  hvad 
helmer ,helmer jo det var slet ikke umuligt  fruen er for  modentlig enke 
frulinde ,frulinde ja 
helmer ,helmer og har øvelse i kontorforretninger 
frulinde ,frulinde ja så temmelig 
helmer ,helmer nå  da er det højst rimeligt  at jeg kan skaffe dem en ansættelse –
nora ,nora  ser du  ser du 
helmer ,helmer de er kommen i et heldigt øjeblik  frue –
frulinde ,frulinde å   hvorledes skal jeg takke dem – ​helmer behøves slet ikke    men idag må de have mig undskyldt –
rank ,rank vent  jeg går med dig 
nora ,nora bliv ikke længe ude  kære torvald 
helmer ,helmer en times tid  ikke mere 
nora ,nora går du også  kristine 
fru ,fru linde  ja  nu må jeg ud og se mig om efter et værelse 
helmer ,helmer så går vi kanske ned over gaden sammen 
nora ,nora  hvor kedeligt  at vi skal bo så indskrænket  men det er os umuligt at –
frulinde ,frulinde å  hvad tænker du på  farvel  kære nora  og tak for alt 
nora ,nora farvel sålænge  ja  iaften kommer du natur  ligvis igen  og de også  doktor rank  hvad  om de blir så bra’  å jo såmæn gør de så  pak dem bare godt ind 
nora ,nora der er de  der er de 
nora ,nora kom ind  kom ind   å i søde  velsignede –  ser du dem  kristine  er de ikke dejlige 
rank ,rank ikke passiar her i luftdraget 
helmer ,helmer kom  fru linde  nu blir her ikke udholde  ligt for andre end mødre 
nora ,nora hvor friske og kække i ser ud  nej  for røde kinder i har fået  som æbler og roser   har i moret jer så godt  det var jo prægtigt  ja så  du har trukket både emmy og bob på kælken  nej tænk  på engang   ja  du er en flink gut  ivar  å  lad mig holde hende lidt  anne marie  mit søde lille dukkebarn   ja  ja  mamma skal danse med bob også  hvad  har i kastet snebold  å  der skulde jeg have været med  nej  ikke det  jeg vil selv klæde dem af  anne marie  å jo  lad mig få lov  det er så morsomt  gå ind så længe  du ser så forfrossen ud  der står varm kaffe til dig på ovnen 
nora ,nora ja så  så der var en stor hund  som løb efter jer  men den bed ikke  nej  hundene bider ikke små dejlige dukkebørn  ikke se i pakkerne  ivar  hvad det er  ja  det skulde i bare vide  å nej  nej  det er noget fælt noget  så  skal vi lege  hvad skal vi lege  gemmespil  ja lad os lege gemmespil  bob skal gemme sig først  skal jeg  ja  lad mig gemme mig først 
krogstad ,krogstad om forladelse  fru helmer –
nora ,nora  ah  hvad vil de 
krogstad ,krogstad undskyld  yderdøren stod påklem   der må nogen have glemt at lukke den –
nora ,nora  min mand er ikke hjemme  herr krogstad 
krogstad ,krogstad jeg ved det 
nora ,nora ja – hvad vil de så her ​krogstad tale et ord med dem  
nora ,nora med –   gå ind til anne  marie  hvad  nej  den fremmede mand vil ikke gøre mamma noget ondt  når han er gået  skal vi lege igen 
nora ,nora  de vil tale med mig 
krogstad ,krogstad ja  jeg vil det 
nora ,nora idag –  men vi har jo endnu ikke den første i måneden –
krogstad ,krogstad nej  vi har julaften   det vil komme an på dem selv  hvad juleglæde de får 
nora ,nora hvad er det  de vil  jeg kan aldeles ikke idag –
krogstad ,krogstad det skal vi indtil videre ikke snakke om  det er noget andet  de har dog vel tid et øjeblik 
nora ,nora å ja  ja visst  det har jeg nok  endskønt –
krogstad ,krogstad godt  jeg sad inde på olsens restauration og så deres mand gå nedover gaden –
nora ,nora ja vel 
krogstad ,krogstad – med en dame 
nora ,nora og hvad så 
krogstad ,krogstad måtte jeg være så fri at spørge  var ikke den dame en fru linde 
nora ,nora jo 
krogstad ,krogstad netop kommen til byen 
nora ,nora ja  idag 
krogstad ,krogstad hun er jo en god veninde af dem 
nora ,nora jo  det er hun  men jeg indser ikke –
krogstad ,krogstad jeg har også kendt hende engang 
nora ,nora det ved jeg 
krogstad ,krogstad så  de har rede på den sag  det tænkte jeg nok  ja  må jeg så spørge dem kort og godt  skal fru linde have nogen ansættelse i aktiebanken 
nora ,nora hvor kan de tillade dem at udspørge mig  herr krogstad  de   en af min mands underord  nede  men​ siden de spørger  så skal de få vide det  ja  fru linde skal have en ansættelse  og det er mig  som har talt hendes sag  herr krog  stad  nu ved de det 
krogstad ,krogstad jeg havde altså lagt rigtig sammen 
nora ,nora  å  man har dog vel altid en liden smule indflydelse  skulde jeg tro  fordi om man er en kvinde  er det slet ikke derfor sagt  at –  når man står i et underordnet forhold  herr krogstad  så burde man virkelig vogte sig for at støde nogen  som – hm –
krogstad ,krogstad – som har indflydelse 
nora ,nora ja netop 
krogstad ,krogstad  fru helmer  vil de være af den godhed at anvende deres indflydelse til fordel for mig 
nora ,nora hvad nu  hvad mener de 
krogstad ,krogstad vil de være så god at sørge for  at jeg be  holder min underordnede stilling i banken 
nora ,nora hvad skal det sige  hvem tænker på at tage deres stilling fra dem 
krogstad ,krogstad å  de behøver ikke at spille den uvidende ligeover for mig  jeg skønner godt  at det ikke kan være deres veninde behageligt at udsætte sig for at støde sammen med mig  og jeg skønner nu også  hvem jeg kan takke for  at jeg skal jages væk 
nora ,nora men jeg forsikrer dem –
krogstad ,krogstad ja  ja  ja  kort og godt  det er endnu tid og jeg råder dem  at de anvender deres ind  flydelse for at forhindre det 
nora ,nora men  herr krogstad  jeg har aldeles ingen indflydelse 
krogstad ,krogstad ikke det  jeg syntes  de nylig selv sagde –
nora ,nora det var naturligvis ikke således at forstå  jeg  hvor kan de tro  at jeg har nogen sådan indflydelse på min mand ​krogstad å  jeg kender deres mand fra studenter  dagene  jeg tænker ikke herr bankdirektøren er fastere  end andre ægtemænd 
nora ,nora taler de ringeagtende om min mand  så viser jeg dem døren 
krogstad ,krogstad fruen er modig 
nora ,nora jeg er ikke bange for dem længer  når nytår er over  skal jeg snart være ude af det hele 
krogstad ,krogstad  hør mig nu  frue  hvis det blir nødvendigt  så kommer jeg til at kæmpe ligesom på livet  for at beholde min lille post i banken 
nora ,nora ja  det lader virkelig til 
krogstad ,krogstad det er ikke bare for indtægtens skyld  den er det mig endogså mindst om at gøre  men der er noget andet –  nå ja  ud med det  det er dette her  ser de  de ved naturligvis lige så godt som alle andre  at jeg engang for en del år siden har gjort mig skyldig i en ubesindighed 
nora ,nora jeg tror  jeg har hørt om noget sådant 
krogstad ,krogstad sagen kom ikke for retten  men alle veje blev ligesom stængte for mig med det samme  så slog jeg ind på de forretninger  som de jo ved   noget måtte jeg jo gribe til  og jeg tør sige  jeg har ikke været blandt de værste  men nu må jeg ud af alt dette  mine sønner vokser til  for deres skyld må jeg se at skaffe mig til  bage så megen borgerlig agtelse  som muligt  denne post i banken var ligesom det første trappe  trin for mig  og nu vil deres mand sparke mig væk fra trappen  så jeg kommer til at stå nede i sølen igen 
nora ,nora men for guds skyld  herr krogstad  det står aldeles ikke i min magt at hjælpe dem 
krogstad ,krogstad det er fordi de ikke har vilje til det  men jeg har midler til at tvinge dem 
nora ,nora de vil dog vel ikke fortælle min mand  at jeg skylder dem penge 
krogstad ,krogstad hm  hvis jeg nu fortalte ham det 
nora ,nora det vilde være skammeligt handlet af dem   denne hemmelighed  som er min glæde og min stolthed  den skulde han få vide på en så styg og plump måde  – få vide den af dem  de vil udsætte mig for de frygteligste ubehageligheder –
krogstad ,krogstad bare ubehageligheder 
nora ,nora  men gør de det kun  det blir værst for dem selv  for da får min mand rigtig se  hvilket slet menneske de er  og da får de nu aldeles ikke beholde posten 
krogstad ,krogstad jeg spurgte  om det bare var huslige ubehage  ligheder  de var bange for 
nora ,nora får min mand det at vide  så vil han natur  ligvis straks betale  hvad der står til rest  og så har vi ikke mere med dem at skaffe 
krogstad ,krogstad  hør  fru helmer  – enten har de ikke nogen stærk hukommelse  eller også har de ikke videre skøn på forretninger  jeg får nok sætte dem lidt grundigere ind i sagen 
nora ,nora hvorledes det 
krogstad ,krogstad da deres mand var syg  kom de til mig for at få låne tolv hundrede specier 
nora ,nora jeg vidste ingen anden 
krogstad ,krogstad jeg loved da at skaffe dem beløbet –
nora ,nora de skaffed det jo også 
krogstad ,krogstad jeg loved at skaffe dem beløbet på visse be  tingelser  de var dengang så optagen af deres mands sygdom  og så ivrig for at få rejsepenge  at jeg tror  de ikke havde videre tanke for alle biomstændighederne  det er derfor ikke afvejen at minde dem om dette  nå  jeg loved at skaffe dem pengene mod et gældsbevis  som jeg affatted ​nora ja  og som jeg underskrev 
krogstad ,krogstad godt  men nedenunder tilføjed jeg nogle linjer  hvori deres fader indestod for gælden  disse linjer skulde deres fader underskrive 
nora ,nora skulde –  han underskrev jo 
krogstad ,krogstad jeg havde sat datum in blanco  det vil sige  deres fader skulde selv anføre  på hvilken dag han underskrev papiret  husker fruen det 
nora ,nora ja jeg tror nok –
krogstad ,krogstad jeg overgav dem derpå gældsbeviset  for at de skulde sende det i posten til deres fader  var det ikke så 
nora ,nora jo 
krogstad ,krogstad og det gjorde de naturligvis også straks  for allerede en fem–sex dage efter bragte de mig beviset med deres faders underskrift  så fik de da beløbet udbetalt 
nora ,nora nu ja  har jeg ikke afbetalt ordentligt 
krogstad ,krogstad så temmelig  jo  men – for at kommetilbage til det  vi talte om  – det var nok en tung tid for dem dengang  frue 
nora ,nora ja det var det 
krogstad ,krogstad deres fader lå nok meget syg  tror jeg 
nora ,nora han lå på sit yderste 
krogstad ,krogstad døde nok kort efter 
nora ,nora ja 
krogstad ,krogstad sig mig  fru helmer  skulde de tilfældigvis huske deres faders dødsdag  hvad dag i måne  den  mener jeg 
nora ,nora pappa døde den 29  september 
krogstad ,krogstad det er ganske rigtigt  det har jeg erkyndiget mig om  og derfor er der en besynderlighed   som jeg slet ikke kan forklare mig 
nora ,nora hvilken besynderlighed  jeg ved ikke –
krogstad ,krogstad det er den besynderlighed  frue  at deres fader har underskrevet dette gældsbevis tre dage efter sin død 
nora ,nora hvorledes  jeg forstår ikke –
krogstad ,krogstad deres fader døde den 29  september  men se her  her har deres fader dateret sin under  skrift den 2  oktober  er ikke det besynderligt  frue 
krogstad ,krogstad kan de forklare mig det 
krogstad ,krogstad påfaldende er det også  at ordene 2  oktober og årstallet ikke er skrevet med deres faders håndskrift  men med en håndskrift  som jeg synes jeg skulde kende  nå  det lar sig jo forklare  deres fader kan have glemt at datere sin under  skrift  og så har en eller anden gjort det på måfå her  forinden man endnu vidste om døds  faldet  der er ikke noget ondt i det  det er navnets underskrift  det kommer an på  og den er jo ægte  fru helmer  det er jo virkelig deres fader  som selv har skrevet sit navn her 
nora ,nora  nej  det er ikke  det er mig  som har skrevet pappas navn 
krogstad ,krogstad hør  frue  – ved de vel  at dette er en farlig tilståelse 
nora ,nora hvorfor det  de skal snart få deres penge 
krogstad ,krogstad må jeg gøre dem et spørgsmål  – hvorfor sendte de ikke papiret til deres fader 
nora ,nora det var umuligt  pappa lå jo syg  hvis jeg skulde have bedt om hans underskrift  så måtte jeg også sagt ham  hvad pengene skulde bruges til  men jeg kunde jo ikke sige ham  så syg som han var  at min mands liv stod i fare  det var jo umuligt ​krogstad så havde det været bedre for dem  om de havde opgivet den udenlandsrejse 
nora ,nora nej  det var umuligt  den rejse skulde jo redde min mands liv  den kunde jeg ikke opgive 
krogstad ,krogstad men tænkte de da ikke på  at det var et bedrageri imod mig – 
nora ,nora det kunde jeg aldeles ikke tage noget hensyn til  jeg brød mig slet ikke om dem  jeg kunde ikke udstå dem for alle de kolde vanskeligheder  de gjorde  skønt de vidste  hvor farligt det stod til med min mand 
krogstad ,krogstad fru helmer  de har åbenbart ikke nogen klar forestilling om  hvad det egentlig er for noget  de har gjort dem skyldig i  men jeg kan fortælle dem  at det var hverken noget mere eller noget værre  det  jeg engang begik  og som ødelagde hele min borgerlige stilling 
nora ,nora de  vil de bilde mig ind  at de skulde have foretaget dem noget modigt for at redde deres hustrus liv 
krogstad ,krogstad lovene spørger ikke om bevæggrunde 
nora ,nora da må det være nogen meget dårlige love 
krogstad ,krogstad dårlige eller ikke  – fremlægger jeg dette papir i retten  så blir de dømt efter lovene 
nora ,nora det tror jeg aldeles ikke  en datter skulde ikke have ret til at skåne sin gamle dødssyge fader for ængstelser og bekymringer  skulde ikke en hustru have ret til at redde sin mands liv  jeg kender ikke lovene så nøje  men jeg er viss på  at der må stå etsteds i dem  at sådant er tilladt  og det ved ikke de besked om  de  som er sagfører  de må være en dårlig jurist  herr krogstad 
krogstad ,krogstad kan så være  men forretninger  – slige forretninger  som vi to har med hinanden  – dem tror de dog vel  jeg forstår mig på  godt  gør nu hvad de​ lyster  men det siger jeg dem  blir jeg udstødt for anden gang  så skal de gøre mig selskab 
nora ,nora  å hvad  – at ville gøre mig bange  så enfoldig er jeg da ikke   men –  – – nej  men det er jo umuligt  jeg gjorde det jo af kærlighed 
børnene ,børnene  mamma  nu gik den fremmede mand ud igennem porten 
nora ,nora ja  ja  jeg ved det  men tal ikke til nogen om den fremmede mand  hører i det  ikke til pappa heller 
børnene ,børnene nej  mamma  men vil du så lege igen 
nora ,nora nej  nej  ikke nu 
børnene ,børnene å men  mamma  du loved det jo 
nora ,nora ja  men jeg kan ikke nu  gå ind  jeg har så meget at gøre  gå ind  gå ind  kære søde børn 
nora ,nora  nej   helene  lad mig få træet ind   nej  men det er jo aldeles umuligt 
stuepigen ,stuepigen  hvor skal jeg sætte det  frue 
nora ,nora der  midt på gulvet 
stuepigen ,stuepigen skal jeg ellers hente noget 
nora ,nora nej  tak  jeg har  hvad jeg behøver 
nora ,nora  her skal lys – og her skal blomster  – det afskyelige menneske  snak  snak  snak  der er ingen ting ivejen  juletræet skal blive dejligt  jeg vil gøre alt  hvad du har lyst til  torvald  – jeg skal synge for dig  danse for dig –​
nora ,nora ah  – kommer du alt igen 
helmer ,helmer ja  har her været nogen 
nora ,nora her  nej 
helmer ,helmer det var besynderligt  jeg så krogstad gå ud af porten 
nora ,nora så  å ja  det er sandt  krogstad var her et øjeblik 
helmer ,helmer nora  jeg kan se det på dig  han har været her og bedt dig lægge et godt ord ind for ham 
nora ,nora ja 
helmer ,helmer og det skulde du gøre ligesom af egen drift  du skulde fortie for mig  at han havde været her  bad han ikke om det også 
nora ,nora jo  torvald  men –
helmer ,helmer nora  nora  og det kunde du indlade dig på  føre samtale med et sligt menneske  og give ham løfte på noget  og så ovenikøbet sige mig en usandhed 
nora ,nora en usandhed – 
helmer ,helmer sagde du ikke  at her ingen havde været   det må aldrig min lille sangfugl gøre mere  en sangfugl må have rent næb at kviddre med  aldrig falske toner   er det ikke så det skal være  jo  det vidste jeg nok   og så ikke mere om det   ah  hvor her er lunt og hyggeligt  
nora ,nora  torvald 
helmer ,helmer ja 
nora ,nora jeg glæder mig så umådeligt til kostume  ballet hos stenborgs iovermorgen 
helmer ,helmer og jeg er umådelig nysgærrig efter at se  hvad du vil overraske mig med 
nora ,nora ak  det dumme indfald 
helmer ,helmer nå ​nora jeg kan ikke finde på noget  som duer  alt  sammen blir så tåbeligt  så intetsigende 
helmer ,helmer er lille nora kommen til den erkendelse 
nora ,nora  har du meget travlt   torvald 
helmer ,helmer a –
nora ,nora hvad er det for papirer 
helmer ,helmer banksager 
nora ,nora allerede 
helmer ,helmer jeg har ladet den aftrædende bestyrelse give mig fuldmagt til at foretage de fornødne for  andringer i personalet og i forretningsplanen  det må jeg bruge juleugen til  jeg vil have alt i orden til nytår 
nora ,nora det var altså derfor  at denne stakkers krog  stad –
helmer ,helmer hm 
nora ,nora  hvis du ikke havde havt så travlt  vilde jeg have bedt dig om en umådelig stor tjeneste  torvald 
helmer ,helmer lad mig høre  hvad skulde det være 
nora ,nora der er jo ingen  der har en sådan fin smag  som du  nu vilde jeg så gerne se godt ud på kostumeballet  torvald  kunde ikke du tage dig af mig og bestemme  hvad jeg skal være  og hvorledes min dragt skal være indrettet 
helmer ,helmer aha  er den lille egensindige ude og søger en redningsmand 
nora ,nora ja torvald  jeg kan ikke komme nogen vej uden din hjelp 
helmer ,helmer godt  godt  jeg skal tænke på sagen  vi skal nok finde på råd 
nora ,nora å hvor det er snilt af dig   hvor smukt de røde blomster tar sig ud  – men sig mig  er det virkelig så slemt  det  som denne krogstad har gjort sig skyldig i ​helmer skrevet falske navne  har du nogen fore  stilling om  hvad det vil sige 
nora ,nora kan han ikke have gjort det af nød 
helmer ,helmer jo  eller  som så mange  i ubesindighed  jeg er ikke så hjerteløs  at jeg ubetinget skulde fordømme en mand for en sådan enkeltstående handlings skyld 
nora ,nora nej  ikke sandt  torvald 
helmer ,helmer mangen en kan moralsk rejse sig igen  hvis han åbent bekender sin brøde og udstår sin straf ​nora straf – 
helmer ,helmer men den vej gik nu ikke krogstad  han hjalp sig igennem ved kneb og kunstgreb  og det er dette  som moralsk har nedbrudt ham 
nora ,nora tror du  at det skulde – 
helmer ,helmer tænk dig blot  hvorledes et sådant skyld  bevidst menneske må lyve og hykle og forstille sig til alle sider  må gå med maske på ligeover for sine allernærmeste  ja ligeover for sin egen hustru og sine egne børn  og dette med børnene  det er just det forfærdeligste  nora 
nora ,nora hvorfor 
helmer ,helmer fordi en sådan dunstkreds af løgn bringer smitte og sygdomsstof ind i et helt hjems liv  hvert åndedrag  som børnene tager i et sådant hus  er fyldt med spirer til noget stygt 
nora ,nora  er du viss på det 
helmer ,helmer å kære  det har jeg tidtnok erfaret som ​advokat  næsten alle tidligt forvorpne mennesker har havt løgnagtige mødre 
nora ,nora hvorfor just – mødre 
helmer ,helmer det skriver sig hyppigst fra mødrene  men fædre virker naturligvis i samme retning  det ved enhver sagfører meget godt  og dog har denne krogstad gået derhjemme i hele år og forgiftet sine egne​ børn i løgn og forstillelse  det er der  for jeg kalder ham moralsk forkommen   derfor skal min søde lille nora love mig ikke at tale hans sag  din hånd på det  nå  nå  hvad er det  ræk mig hånden  se så  afgjort altså  jeg forsikrer dig  det vilde været mig umuligt at arbejde sammen med ham  jeg føler bogstavelig et legemligt ildebefindende i slige menneskers nærhed 
nora ,nora  hvor varmt her er  og jeg har så meget at bestille 
helmer ,helmer  ja  jeg får også tænke på at få læst lidt af dette igennem før bordet  din dragt skal jeg også tænke på  og noget til at hænge i guld  papir på juletræet har jeg kanske også i bered  ​skab   å du min vel  signede lille sangfugl 
nora ,nora  å hvad  det er ikke så  det er umuligt  det må være umuligt 
barnepigen ,barnepigen  de små beer så vakkert om de må komme ind til mamma 
nora ,nora nej  nej  nej  slip dem ikke ind til mig  vær hos dem du  anne marie 
barnepigen ,barnepigen ja  ja  frue 
nora ,nora  fordærve mine små børn –  forgifte hjemmet   dette er ikke sandt  dette er aldrig i evighed sandt  ​ ​anden akt 
nora ,nora  nu kom der nogen   nej  – der er ingen  naturligvis – der kommer ingen idag  første juledag  – og ikke imorgen heller  – men kanske –  nej  ingenting i brevkassen  ganske tom   å tosseri  han gør naturligvis ikke alvor af det  der kan jo ikke ske noget sligt  det er umuligt  jeg har jo tre små børn 
barnepigen ,barnepigen jo endelig fandt jeg da æsken med maske  radeklæderne 
nora ,nora tak  sæt den på bordet 
barnepigen ,barnepigen  men de er nok svært i uorden 
nora ,nora å gid jeg kunde rive dem i hundred tusend stykker 
barnepigen ,barnepigen bevares  de kan godt sættes istand  bare lidt tålmodighed 
nora ,nora ja  jeg vil gå hen og få fru linde til at hjælpe mig 
barnepigen ,barnepigen nu ud igen  i dette stygge vejr  fru nora forkøler sig  – blir syg 
nora ,nora å  det var ikke det værste  – hvorledes har børnene det 
barnepigen ,barnepigen de stakkers småkryb leger med julegaverne  men –​nora spør de tidt efter mig 
barnepigen ,barnepigen de er jo så vant til at ha’e mamma om sig 
nora ,nora ja men  anne marie   jeg kan ikke herefter være så meget sammen med dem som før 
barnepigen ,barnepigen nå  småbørn vænner sig til alleting 
nora ,nora tror du det  tror du  de vilde glemme sin mamma  hvis hun var ganske borte 
barnepigen ,barnepigen bevares  – ganske borte 
nora ,nora hør  sig mig  anne marie  – det har jeg så ofte tænkt på  – hvorledes kunde du bære over dit hjerte at sætte dit barn ud til fremmede 
barnepigen ,barnepigen men det måtte jeg jo  når jeg skulde være amme for lille nora 
nora ,nora ja men at du vilde det 
barnepigen ,barnepigen når jeg kunde få en så god plads  en fattig pige  som er kommen i ulykke  må være glad til  for det slette menneske gjorde jo ingenting for mig 
nora ,nora men din datter har da visst glemt dig 
barnepigen ,barnepigen å nej såmæn har hun ikke  hun skrev da til mig  både da hun gik til præsten og da hun var blevet gift 
nora ,nora  du gamle anne marie  du var en god moder for mig  da jeg var liden 
barnepigen ,barnepigen lille nora  stakker  havde jo ingen anden mor end jeg 
nora ,nora og hvis de små ingen anden havde  så ved jeg nok  at du vilde –  snak  snak  snak   gå ind til dem  nu må jeg –  imorgen skal du få se  hvor dejlig jeg skal bli 
barnepigen ,barnepigen ja  der blir såmæn ingen på hele ballet så dejlig som fru nora 
nora ,nora  å  hvis jeg turde gå ud  hvis bare ingen kom  hvis​ her bare ikke hændte noget her  hjemme imens  dum snak  der kommer ingen  bare ikke tænke  børste af muffen  dejlige handsker  dejlige handsker  slå det hen  slå det hen  en  to  tre  fire  fem  sex –  ah  der kommer de – 
nora ,nora å  er det dig  kristine  der er vel ingen andre derude  – hvor det var godt  at du kom 
frulinde ,frulinde jeg hører  du har været oppe og spurgt efter mig 
nora ,nora ja  jeg gik just forbi  der er noget  du endelig må hjælpe mig med  lad os sætte os her i sofaen  se her  der skal være kostume  bal imorgenaften ovenpå hos konsul stenborgs  og nu vil torvald  at jeg skal være neapolitansk fiskerpige og danse tarantella  for den lærte jeg på capri 
frulinde ,frulinde se  se  du skal give en hel forestilling 
nora ,nora ja torvald siger  jeg bør gøre det  se  her har jeg dragten  den lod torvald sy til mig dernede  men nu er det altsammen så forrevet  og jeg ved slet ikke –
frulinde ,frulinde å det skal vi snart få istand  det er jo ikke andet end besætningen  som er gået lidt løs hist og her  nål og tråd  nå  her har vi jo hvad vi behøver 
nora ,nora å hvor det er snilt af dig 
fru ,fru linde  så du skal altså være forklædt imorgen  nora  ved du hvad  – da kommer jeg hen et øjeblik og ser dig pyntet  men jeg har jo rent glemt at takke dig for den hyggelige aften igår 
nora ,nora  å igår synes jeg ikke her var så hyggeligt  som det plejer  – du skulde kommet lidt før til byen  kristine  – ja  torvald forstår rigtignok at gøre hjemmet fint og dejligt 
frulinde ,frulinde du ikke mindre  tænker jeg  du er vel ikke​ for ingenting din faders datter  men sig mig  er doktor rank altid så nedstemt som igår 
nora ,nora nej  igår var det svært påfaldende  men han bærer forresten på en meget farlig sygdom  han har tæring i rygmarven  stakker  jeg skal sige dig  hans fader var et væmmeligt menneske  som holdt elskerinder og sådant noget  og der  for blev sønnen sygelig fra barndommen af  for  står du 
fru ,fru linde  men kæreste  bedste nora  hvor får du sligt at vide 
nora ,nora  pyt  – når man har tre børn  så får en undertiden besøg af – af fruer  som er så halv  vejs lægekyndige  og de fortæller en jo et og andet 
fru ,fru linde  kommer doktor rank hver dag her i huset 
nora ,nora hver evige dag  han er jo torvalds bedste ungdomsven  og min gode ven også  doktor rank hører ligesom huset til 
frulinde ,frulinde men sig mig du  er den mand fuldt oprigtig  jeg mener  vil han ikke gerne sige folk be  hageligheder 
nora ,nora nej tvertimod  hvor falder du på det 
frulinde ,frulinde da du igår forestilled mig for ham  for  sikred han  at han ofte havde hørt mit navn her i huset  men siden mærked jeg  at din mand slet ikke havde noget begreb om  hvem jeg egentlig var  hvor kunde så doktor rank – 
nora ,nora jo det er ganske rigtigt  kristine  torvald holder jo så ubeskrivelig meget af mig  og der  for vil han eje mig ganske alene  som han siger  i den første tid blev han ligesom skinsyg bare jeg nævnte nogen af de kære mennesker derhjemme  så lod jeg det naturligvis være  men med doktor rank taler jeg tidt om sligt noget  for han vil gerne høre på det  ser du 
frulinde ,frulinde hør her  nora  du er i mange stykker som​ et barn endnu  jeg er jo adskilligt ældre end du  og har lidt mere erfaring  jeg vil sige dig noget  du skulde se at komme ud af dette her med doktor rank 
nora ,nora hvad for noget skulde jeg se at komme ud af 
frulinde ,frulinde både af det ene og af det andet  synes jeg  igår snakked du noget om en rig beundrer  som skulde skaffe dig penge –
nora ,nora ja  en  som ikke er til – desværre  men hvad så 
frulinde ,frulinde har doktor rank formue 
nora ,nora ja det har han 
frulinde ,frulinde og ingen at sørge for 
nora ,nora nej  ingen  men – 
frulinde ,frulinde og han kommer hver dag her i huset 
nora ,nora ja  det hører du jo 
frulinde ,frulinde men hvor kan den fine mand være så på  gående 
nora ,nora jeg forstår dig aldeles ikke 
frulinde ,frulinde forstil dig nu ikke  nora  tror du ikke jeg skønner  hvem du har lånt de tolv hundrede specier af 
nora ,nora er du fra sans og samling  kan du tænke dig noget sligt  en ven af os  som kommer her hver eneste dag  hvilken frygtelig pinlig stilling vilde ikke det være 
frulinde ,frulinde altså virkelig ikke ham 
nora ,nora nej  det forsikrer jeg dig  det har aldrig et øjeblik kunnet falde mig ind –  han havde heller ingen penge at låne bort dengang  han arved først bagefter 
frulinde ,frulinde nå  det tror jeg var et held for dig  min kære nora 
nora ,nora nej  det kunde da aldrig falde mig ind at bede doktor rank –  forresten er jeg ganske viss på  at dersom jeg bad ham –
frulinde ,frulinde men det gør du naturligvis ikke ​nora nej naturligvis  jeg synes ikke  jeg kan tænke mig  at det skulde bli nødvendigt  men jeg er ganske sikker på  at dersom jeg talte til doktor rank –
frulinde ,frulinde bag din mands ryg 
nora ,nora jeg må ud af det andet  det er også bag hans ryg  jeg må ud af dette her 
frulinde ,frulinde ja  ja  det sagde jeg også igår  men –
nora ,nora  en mand kan meget bedre klare sligt noget  end et fruentimmer –
frulinde ,frulinde ens egen mand  ja 
nora ,nora sniksnak   når en betaler alt  hvad en skylder  så får en jo sit gældsbevis tilbage 
frulinde ,frulinde ja det forstår sig 
nora ,nora og kan rive det i hundrede tusend stykker og brænde det op  – det ækle skidne papir 
fru ,fru linde  nora  du skjuler noget for mig 
nora ,nora kan du se det på mig 
frulinde ,frulinde der er hændt dig noget siden igår morges  nora  hvad er det for noget 
nora ,nora  kristine   hys  nu kom torvald hjem  se her  sæt dig ind til børnene sålænge  torvald tåler ikke at se skræddersøm  lad anne marie hjælpe dig 
fru ,fru linde  ja  ja  men jeg går ikke herfra  før vi har talt oprigtigt sammen 
nora ,nora  å  hvor jeg har ventet på dig  kære torvald 
helmer ,helmer var det sypigen – 
nora ,nora nej  det var kristine  hun hjælper mig at gøre min dragt istand  du kan tro  jeg skal komme til at tage mig ud 
helmer ,helmer ja var det ikke et ganske heldigt indfald af mig 
nora ,nora prægtigt  men er jeg ikke også snil  at jeg føjer dig 
helmer ,helmer  snil – fordi du føjer din mand  nå  nå  du lille galning  jeg ved nok  du mente det ikke så  men jeg vil ikke forstyrre dig  du skal vel prøve  kan jeg tro 
nora ,nora og du skal vel arbejde 
