character_name,character_speech
rank ,rank se  se  makroner  jeg trode det var for  budne varer her 
nora ,nora ja  men disse er nogen  som kristine gav mig 
not-nora,frulinde hvad  jeg - 
nora ,nora na  na  na  bliv ikke forskraekket  du kunde jo ikke vide  at torvald havde forbudt det  jeg skal sige dig  han er bange jeg skal fa stygge taender af dem  men pyt  - for en  gangs skyld -  ikke sandt  doktor rank  vaer sa god   og du ogsa  kristine  og jeg skal ogsa have en  bare en liden en - eller hoejst to   ja nu er jeg rigtignok umadelig lykkelig  nu er der bare en eneste ting i verden  som jeg skulde have en sadan umadelig lyst til 
rank ,rank na  og hvad er det 
nora ,nora der er noget  som jeg havde en sa umadelig lyst til at sige sa torvald hoerte pa det 
rank ,rank og hvorfor kan de sa ikke sige det 
nora ,nora nej  det toer jeg ikke  for det er sa stygt 
not-nora,frulinde stygt 
rank ,rank ja  da er det ikke radeligt  men til os kan de jo nok -  hvad er det  de har sadan lyst til at sige  sa helmer hoerer pa det 
nora ,nora jeg har en sadan umadelig lyst til at sige  doed og pine 
rank ,rank er de gal 
not-nora,frulinde men bevares  nora - 
rank ,rank sig det  der er han 
nora ,nora  hys  hys  hys 
 ,nora  na  kaere torvald  blev du af med ham 
not-nora,helmer ja  nu gik han 
nora ,nora ma jeg forestille dig -  det er kristine  som er kommen til byen 
not-nora,helmer kristine -  om forladelse  men jeg ved ikke -
nora ,nora fru linde  kaere torvald  fru kristine linde 
not-nora,helmer ah sa  formodentlig en barndomsveninde af min hustru 
not-nora,frulinde ja vi har kendt hinanden i tidligere dage 
nora ,nora og taenk  nu har hun gjort den lange rejse herind for at fa tale med dig 
not-nora,helmer hvad skal det sige 
not-nora,frulinde ja ikke egentlig -
nora ,nora kristine er nemlig sa umadelig flink i kon  torarbejde  og sa har hun en sadan uhyre lyst til at komme under en dygtig mands ledelse og laere mere  end det hun alt kan -
not-nora,helmer meget fornuftigt  frue 
nora ,nora og da hun sa hoerte  at du var bleven bank  direktoer - der kom telegram om det - sa rejste hun sa fort hun kunde herind og -  ikke sandt  torvald  du kan nok for min skyld goere lidt for kristine  hvad 
not-nora,helmer jo det var slet ikke umuligt  fruen er for  modentlig enke 
not-nora,frulinde ja 
not-nora,helmer og har oevelse i kontorforretninger 
not-nora,frulinde ja sa temmelig 
not-nora,helmer na  da er det hoejst rimeligt  at jeg kan skaffe dem en ansaettelse -
nora ,nora  ser du  ser du 
not-nora,helmer de er kommen i et heldigt oejeblik  frue -
not-nora,frulinde a   hvorledes skal jeg takke dem - helmer behoeves slet ikke    men idag ma de have mig undskyldt -
rank ,rank vent  jeg gar med dig 
nora ,nora bliv ikke laenge ude  kaere torvald 
not-nora,helmer en times tid  ikke mere 
nora ,nora gar du ogsa  kristine 
not-nora,fru linde  ja  nu ma jeg ud og se mig om efter et vaerelse 
not-nora,helmer sa gar vi kanske ned over gaden sammen 
nora ,nora  hvor kedeligt  at vi skal bo sa indskraenket  men det er os umuligt at -
not-nora,frulinde a  hvad taenker du pa  farvel  kaere nora  og tak for alt 
nora ,nora farvel salaenge  ja  iaften kommer du natur  ligvis igen  og de ogsa  doktor rank  hvad  om de blir sa bra  a jo samaen goer de sa  pak dem bare godt ind 
nora ,nora der er de  der er de 
nora ,nora kom ind  kom ind   a i soede  velsignede -  ser du dem  kristine  er de ikke dejlige 
rank ,rank ikke passiar her i luftdraget 
not-nora,helmer kom  fru linde  nu blir her ikke udholde  ligt for andre end moedre 
nora ,nora hvor friske og kaekke i ser ud  nej  for roede kinder i har faet  som aebler og roser   har i moret jer sa godt  det var jo praegtigt  ja sa  du har trukket bade emmy og bob pa kaelken  nej taenk  pa engang   ja  du er en flink gut  ivar  a  lad mig holde hende lidt  anne marie  mit soede lille dukkebarn   ja  ja  mamma skal danse med bob ogsa  hvad  har i kastet snebold  a  der skulde jeg have vaeret med  nej  ikke det  jeg vil selv klaede dem af  anne marie  a jo  lad mig fa lov  det er sa morsomt  ga ind sa laenge  du ser sa forfrossen ud  der star varm kaffe til dig pa ovnen 
nora ,nora ja sa  sa der var en stor hund  som loeb efter jer  men den bed ikke  nej  hundene bider ikke sma dejlige dukkeboern  ikke se i pakkerne  ivar  hvad det er  ja  det skulde i bare vide  a nej  nej  det er noget faelt noget  sa  skal vi lege  hvad skal vi lege  gemmespil  ja lad os lege gemmespil  bob skal gemme sig foerst  skal jeg  ja  lad mig gemme mig foerst 
not-nora,krogstad om forladelse  fru helmer -
nora ,nora  ah  hvad vil de 
not-nora,krogstad undskyld  yderdoeren stod paklem   der ma nogen have glemt at lukke den -
nora ,nora  min mand er ikke hjemme  herr krogstad 
not-nora,krogstad jeg ved det 
nora ,nora ja - hvad vil de sa her krogstad tale et ord med dem  
nora ,nora med -   ga ind til anne  marie  hvad  nej  den fremmede mand vil ikke goere mamma noget ondt  nar han er gaet  skal vi lege igen 
nora ,nora  de vil tale med mig 
not-nora,krogstad ja  jeg vil det 
nora ,nora idag -  men vi har jo endnu ikke den foerste i maneden -
not-nora,krogstad nej  vi har julaften   det vil komme an pa dem selv  hvad juleglaede de far 
nora ,nora hvad er det  de vil  jeg kan aldeles ikke idag -
not-nora,krogstad det skal vi indtil videre ikke snakke om  det er noget andet  de har dog vel tid et oejeblik 
nora ,nora a ja  ja visst  det har jeg nok  endskoent -
not-nora,krogstad godt  jeg sad inde pa olsens restauration og sa deres mand ga nedover gaden -
nora ,nora ja vel 
not-nora,krogstad - med en dame 
nora ,nora og hvad sa 
not-nora,krogstad matte jeg vaere sa fri at spoerge  var ikke den dame en fru linde 
nora ,nora jo 
not-nora,krogstad netop kommen til byen 
nora ,nora ja  idag 
not-nora,krogstad hun er jo en god veninde af dem 
nora ,nora jo  det er hun  men jeg indser ikke -
not-nora,krogstad jeg har ogsa kendt hende engang 
nora ,nora det ved jeg 
not-nora,krogstad sa  de har rede pa den sag  det taenkte jeg nok  ja  ma jeg sa spoerge dem kort og godt  skal fru linde have nogen ansaettelse i aktiebanken 
nora ,nora hvor kan de tillade dem at udspoerge mig  herr krogstad  de   en af min mands underord  nede  men siden de spoerger  sa skal de fa vide det  ja  fru linde skal have en ansaettelse  og det er mig  som har talt hendes sag  herr krog  stad  nu ved de det 
not-nora,krogstad jeg havde altsa lagt rigtig sammen 
nora ,nora  a  man har dog vel altid en liden smule indflydelse  skulde jeg tro  fordi om man er en kvinde  er det slet ikke derfor sagt  at -  nar man star i et underordnet forhold  herr krogstad  sa burde man virkelig vogte sig for at stoede nogen  som - hm -
not-nora,krogstad - som har indflydelse 
nora ,nora ja netop 
not-nora,krogstad  fru helmer  vil de vaere af den godhed at anvende deres indflydelse til fordel for mig 
nora ,nora hvad nu  hvad mener de 
not-nora,krogstad vil de vaere sa god at soerge for  at jeg be  holder min underordnede stilling i banken 
nora ,nora hvad skal det sige  hvem taenker pa at tage deres stilling fra dem 
not-nora,krogstad a  de behoever ikke at spille den uvidende ligeover for mig  jeg skoenner godt  at det ikke kan vaere deres veninde behageligt at udsaette sig for at stoede sammen med mig  og jeg skoenner nu ogsa  hvem jeg kan takke for  at jeg skal jages vaek 
nora ,nora men jeg forsikrer dem -
not-nora,krogstad ja  ja  ja  kort og godt  det er endnu tid og jeg rader dem  at de anvender deres ind  flydelse for at forhindre det 
nora ,nora men  herr krogstad  jeg har aldeles ingen indflydelse 
not-nora,krogstad ikke det  jeg syntes  de nylig selv sagde -
nora ,nora det var naturligvis ikke saledes at forsta  jeg  hvor kan de tro  at jeg har nogen sadan indflydelse pa min mand krogstad a  jeg kender deres mand fra studenter  dagene  jeg taenker ikke herr bankdirektoeren er fastere  end andre aegtemaend 
nora ,nora taler de ringeagtende om min mand  sa viser jeg dem doeren 
not-nora,krogstad fruen er modig 
nora ,nora jeg er ikke bange for dem laenger  nar nytar er over  skal jeg snart vaere ude af det hele 
not-nora,krogstad  hoer mig nu  frue  hvis det blir noedvendigt  sa kommer jeg til at kaempe ligesom pa livet  for at beholde min lille post i banken 
nora ,nora ja  det lader virkelig til 
not-nora,krogstad det er ikke bare for indtaegtens skyld  den er det mig endogsa mindst om at goere  men der er noget andet -  na ja  ud med det  det er dette her  ser de  de ved naturligvis lige sa godt som alle andre  at jeg engang for en del ar siden har gjort mig skyldig i en ubesindighed 
nora ,nora jeg tror  jeg har hoert om noget sadant 
not-nora,krogstad sagen kom ikke for retten  men alle veje blev ligesom staengte for mig med det samme  sa slog jeg ind pa de forretninger  som de jo ved   noget matte jeg jo gribe til  og jeg toer sige  jeg har ikke vaeret blandt de vaerste  men nu ma jeg ud af alt dette  mine soenner vokser til  for deres skyld ma jeg se at skaffe mig til  bage sa megen borgerlig agtelse  som muligt  denne post i banken var ligesom det foerste trappe  trin for mig  og nu vil deres mand sparke mig vaek fra trappen  sa jeg kommer til at sta nede i soelen igen 
nora ,nora men for guds skyld  herr krogstad  det star aldeles ikke i min magt at hjaelpe dem 
not-nora,krogstad det er fordi de ikke har vilje til det  men jeg har midler til at tvinge dem 
nora ,nora de vil dog vel ikke fortaelle min mand  at jeg skylder dem penge 
not-nora,krogstad hm  hvis jeg nu fortalte ham det 
nora ,nora det vilde vaere skammeligt handlet af dem   denne hemmelighed  som er min glaede og min stolthed  den skulde han fa vide pa en sa styg og plump made  - fa vide den af dem  de vil udsaette mig for de frygteligste ubehageligheder -
not-nora,krogstad bare ubehageligheder 
nora ,nora  men goer de det kun  det blir vaerst for dem selv  for da far min mand rigtig se  hvilket slet menneske de er  og da far de nu aldeles ikke beholde posten 
not-nora,krogstad jeg spurgte  om det bare var huslige ubehage  ligheder  de var bange for 
nora ,nora far min mand det at vide  sa vil han natur  ligvis straks betale  hvad der star til rest  og sa har vi ikke mere med dem at skaffe 
not-nora,krogstad  hoer  fru helmer  - enten har de ikke nogen staerk hukommelse  eller ogsa har de ikke videre skoen pa forretninger  jeg far nok saette dem lidt grundigere ind i sagen 
nora ,nora hvorledes det 
not-nora,krogstad da deres mand var syg  kom de til mig for at fa lane tolv hundrede specier 
nora ,nora jeg vidste ingen anden 
not-nora,krogstad jeg loved da at skaffe dem beloebet -
nora ,nora de skaffed det jo ogsa 
not-nora,krogstad jeg loved at skaffe dem beloebet pa visse be  tingelser  de var dengang sa optagen af deres mands sygdom  og sa ivrig for at fa rejsepenge  at jeg tror  de ikke havde videre tanke for alle biomstaendighederne  det er derfor ikke afvejen at minde dem om dette  na  jeg loved at skaffe dem pengene mod et gaeldsbevis  som jeg affatted nora ja  og som jeg underskrev 
not-nora,krogstad godt  men nedenunder tilfoejed jeg nogle linjer  hvori deres fader indestod for gaelden  disse linjer skulde deres fader underskrive 
nora ,nora skulde -  han underskrev jo 
not-nora,krogstad jeg havde sat datum in blanco  det vil sige  deres fader skulde selv anfoere  pa hvilken dag han underskrev papiret  husker fruen det 
nora ,nora ja jeg tror nok -
not-nora,krogstad jeg overgav dem derpa gaeldsbeviset  for at de skulde sende det i posten til deres fader  var det ikke sa 
nora ,nora jo 
not-nora,krogstad og det gjorde de naturligvis ogsa straks  for allerede en fem-sex dage efter bragte de mig beviset med deres faders underskrift  sa fik de da beloebet udbetalt 
nora ,nora nu ja  har jeg ikke afbetalt ordentligt 
not-nora,krogstad sa temmelig  jo  men - for at kommetilbage til det  vi talte om  - det var nok en tung tid for dem dengang  frue 
nora ,nora ja det var det 
not-nora,krogstad deres fader la nok meget syg  tror jeg 
nora ,nora han la pa sit yderste 
not-nora,krogstad doede nok kort efter 
nora ,nora ja 
not-nora,krogstad sig mig  fru helmer  skulde de tilfaeldigvis huske deres faders doedsdag  hvad dag i mane  den  mener jeg 
nora ,nora pappa doede den 29  september 
not-nora,krogstad det er ganske rigtigt  det har jeg erkyndiget mig om  og derfor er der en besynderlighed   som jeg slet ikke kan forklare mig 
nora ,nora hvilken besynderlighed  jeg ved ikke -
not-nora,krogstad det er den besynderlighed  frue  at deres fader har underskrevet dette gaeldsbevis tre dage efter sin doed 
nora ,nora hvorledes  jeg forstar ikke -
not-nora,krogstad deres fader doede den 29  september  men se her  her har deres fader dateret sin under  skrift den 2  oktober  er ikke det besynderligt  frue 
not-nora,krogstad kan de forklare mig det 
not-nora,krogstad pafaldende er det ogsa  at ordene 2  oktober og arstallet ikke er skrevet med deres faders handskrift  men med en handskrift  som jeg synes jeg skulde kende  na  det lar sig jo forklare  deres fader kan have glemt at datere sin under  skrift  og sa har en eller anden gjort det pa mafa her  forinden man endnu vidste om doeds  faldet  der er ikke noget ondt i det  det er navnets underskrift  det kommer an pa  og den er jo aegte  fru helmer  det er jo virkelig deres fader  som selv har skrevet sit navn her 
nora ,nora  nej  det er ikke  det er mig  som har skrevet pappas navn 
not-nora,krogstad hoer  frue  - ved de vel  at dette er en farlig tilstaelse 
nora ,nora hvorfor det  de skal snart fa deres penge 
not-nora,krogstad ma jeg goere dem et spoergsmal  - hvorfor sendte de ikke papiret til deres fader 
nora ,nora det var umuligt  pappa la jo syg  hvis jeg skulde have bedt om hans underskrift  sa matte jeg ogsa sagt ham  hvad pengene skulde bruges til  men jeg kunde jo ikke sige ham  sa syg som han var  at min mands liv stod i fare  det var jo umuligt krogstad sa havde det vaeret bedre for dem  om de havde opgivet den udenlandsrejse 
nora ,nora nej  det var umuligt  den rejse skulde jo redde min mands liv  den kunde jeg ikke opgive 
not-nora,krogstad men taenkte de da ikke pa  at det var et bedrageri imod mig - 
nora ,nora det kunde jeg aldeles ikke tage noget hensyn til  jeg broed mig slet ikke om dem  jeg kunde ikke udsta dem for alle de kolde vanskeligheder  de gjorde  skoent de vidste  hvor farligt det stod til med min mand 
not-nora,krogstad fru helmer  de har abenbart ikke nogen klar forestilling om  hvad det egentlig er for noget  de har gjort dem skyldig i  men jeg kan fortaelle dem  at det var hverken noget mere eller noget vaerre  det  jeg engang begik  og som oedelagde hele min borgerlige stilling 
nora ,nora de  vil de bilde mig ind  at de skulde have foretaget dem noget modigt for at redde deres hustrus liv 
not-nora,krogstad lovene spoerger ikke om bevaeggrunde 
nora ,nora da ma det vaere nogen meget darlige love 
not-nora,krogstad darlige eller ikke  - fremlaegger jeg dette papir i retten  sa blir de doemt efter lovene 
nora ,nora det tror jeg aldeles ikke  en datter skulde ikke have ret til at skane sin gamle doedssyge fader for aengstelser og bekymringer  skulde ikke en hustru have ret til at redde sin mands liv  jeg kender ikke lovene sa noeje  men jeg er viss pa  at der ma sta etsteds i dem  at sadant er tilladt  og det ved ikke de besked om  de  som er sagfoerer  de ma vaere en darlig jurist  herr krogstad 
not-nora,krogstad kan sa vaere  men forretninger  - slige forretninger  som vi to har med hinanden  - dem tror de dog vel  jeg forstar mig pa  godt  goer nu hvad de lyster  men det siger jeg dem  blir jeg udstoedt for anden gang  sa skal de goere mig selskab 
nora ,nora  a hvad  - at ville goere mig bange  sa enfoldig er jeg da ikke   men -  - - nej  men det er jo umuligt  jeg gjorde det jo af kaerlighed 
boernene ,boernene  mamma  nu gik den fremmede mand ud igennem porten 
nora ,nora ja  ja  jeg ved det  men tal ikke til nogen om den fremmede mand  hoerer i det  ikke til pappa heller 
boernene ,boernene nej  mamma  men vil du sa lege igen 
nora ,nora nej  nej  ikke nu 
boernene ,boernene a men  mamma  du loved det jo 
nora ,nora ja  men jeg kan ikke nu  ga ind  jeg har sa meget at goere  ga ind  ga ind  kaere soede boern 
nora ,nora  nej   helene  lad mig fa traeet ind   nej  men det er jo aldeles umuligt 
stuepigen ,stuepigen  hvor skal jeg saette det  frue 
nora ,nora der  midt pa gulvet 
stuepigen ,stuepigen skal jeg ellers hente noget 
nora ,nora nej  tak  jeg har  hvad jeg behoever 
nora ,nora  her skal lys - og her skal blomster  - det afskyelige menneske  snak  snak  snak  der er ingen ting ivejen  juletraeet skal blive dejligt  jeg vil goere alt  hvad du har lyst til  torvald  - jeg skal synge for dig  danse for dig -
nora ,nora ah  - kommer du alt igen 
not-nora,helmer ja  har her vaeret nogen 
nora ,nora her  nej 
not-nora,helmer det var besynderligt  jeg sa krogstad ga ud af porten 
nora ,nora sa  a ja  det er sandt  krogstad var her et oejeblik 
not-nora,helmer nora  jeg kan se det pa dig  han har vaeret her og bedt dig laegge et godt ord ind for ham 
nora ,nora ja 
not-nora,helmer og det skulde du goere ligesom af egen drift  du skulde fortie for mig  at han havde vaeret her  bad han ikke om det ogsa 
nora ,nora jo  torvald  men -
not-nora,helmer nora  nora  og det kunde du indlade dig pa  foere samtale med et sligt menneske  og give ham loefte pa noget  og sa ovenikoebet sige mig en usandhed 
nora ,nora en usandhed - 
not-nora,helmer sagde du ikke  at her ingen havde vaeret   det ma aldrig min lille sangfugl goere mere  en sangfugl ma have rent naeb at kviddre med  aldrig falske toner   er det ikke sa det skal vaere  jo  det vidste jeg nok   og sa ikke mere om det   ah  hvor her er lunt og hyggeligt  
nora ,nora  torvald 
not-nora,helmer ja 
nora ,nora jeg glaeder mig sa umadeligt til kostume  ballet hos stenborgs iovermorgen 
not-nora,helmer og jeg er umadelig nysgaerrig efter at se  hvad du vil overraske mig med 
nora ,nora ak  det dumme indfald 
not-nora,helmer na nora jeg kan ikke finde pa noget  som duer  alt  sammen blir sa tabeligt  sa intetsigende 
not-nora,helmer er lille nora kommen til den erkendelse 
nora ,nora  har du meget travlt   torvald 
not-nora,helmer a -
nora ,nora hvad er det for papirer 
not-nora,helmer banksager 
nora ,nora allerede 
not-nora,helmer jeg har ladet den aftraedende bestyrelse give mig fuldmagt til at foretage de fornoedne for  andringer i personalet og i forretningsplanen  det ma jeg bruge juleugen til  jeg vil have alt i orden til nytar 
nora ,nora det var altsa derfor  at denne stakkers krog  stad -
not-nora,helmer hm 
nora ,nora  hvis du ikke havde havt sa travlt  vilde jeg have bedt dig om en umadelig stor tjeneste  torvald 
not-nora,helmer lad mig hoere  hvad skulde det vaere 
nora ,nora der er jo ingen  der har en sadan fin smag  som du  nu vilde jeg sa gerne se godt ud pa kostumeballet  torvald  kunde ikke du tage dig af mig og bestemme  hvad jeg skal vaere  og hvorledes min dragt skal vaere indrettet 
not-nora,helmer aha  er den lille egensindige ude og soeger en redningsmand 
nora ,nora ja torvald  jeg kan ikke komme nogen vej uden din hjelp 
not-nora,helmer godt  godt  jeg skal taenke pa sagen  vi skal nok finde pa rad 
nora ,nora a hvor det er snilt af dig   hvor smukt de roede blomster tar sig ud  - men sig mig  er det virkelig sa slemt  det  som denne krogstad har gjort sig skyldig i helmer skrevet falske navne  har du nogen fore  stilling om  hvad det vil sige 
nora ,nora kan han ikke have gjort det af noed 
not-nora,helmer jo  eller  som sa mange  i ubesindighed  jeg er ikke sa hjerteloes  at jeg ubetinget skulde fordoemme en mand for en sadan enkeltstaende handlings skyld 
nora ,nora nej  ikke sandt  torvald 
not-nora,helmer mangen en kan moralsk rejse sig igen  hvis han abent bekender sin broede og udstar sin straf nora straf - 
not-nora,helmer men den vej gik nu ikke krogstad  han hjalp sig igennem ved kneb og kunstgreb  og det er dette  som moralsk har nedbrudt ham 
nora ,nora tror du  at det skulde - 
not-nora,helmer taenk dig blot  hvorledes et sadant skyld  bevidst menneske ma lyve og hykle og forstille sig til alle sider  ma ga med maske pa ligeover for sine allernaermeste  ja ligeover for sin egen hustru og sine egne boern  og dette med boernene  det er just det forfaerdeligste  nora 
nora ,nora hvorfor 
not-nora,helmer fordi en sadan dunstkreds af loegn bringer smitte og sygdomsstof ind i et helt hjems liv  hvert andedrag  som boernene tager i et sadant hus  er fyldt med spirer til noget stygt 
nora ,nora  er du viss pa det 
not-nora,helmer a kaere  det har jeg tidtnok erfaret som advokat  naesten alle tidligt forvorpne mennesker har havt loegnagtige moedre 
nora ,nora hvorfor just - moedre 
not-nora,helmer det skriver sig hyppigst fra moedrene  men faedre virker naturligvis i samme retning  det ved enhver sagfoerer meget godt  og dog har denne krogstad gaet derhjemme i hele ar og forgiftet sine egne boern i loegn og forstillelse  det er der  for jeg kalder ham moralsk forkommen   derfor skal min soede lille nora love mig ikke at tale hans sag  din hand pa det  na  na  hvad er det  raek mig handen  se sa  afgjort altsa  jeg forsikrer dig  det vilde vaeret mig umuligt at arbejde sammen med ham  jeg foeler bogstavelig et legemligt ildebefindende i slige menneskers naerhed 
nora ,nora  hvor varmt her er  og jeg har sa meget at bestille 
not-nora,helmer  ja  jeg far ogsa taenke pa at fa laest lidt af dette igennem foer bordet  din dragt skal jeg ogsa taenke pa  og noget til at haenge i guld  papir pa juletraeet har jeg kanske ogsa i bered  skab   a du min vel  signede lille sangfugl 
nora ,nora  a hvad  det er ikke sa  det er umuligt  det ma vaere umuligt 
barnepigen ,barnepigen  de sma beer sa vakkert om de ma komme ind til mamma 
nora ,nora nej  nej  nej  slip dem ikke ind til mig  vaer hos dem du  anne marie 
barnepigen ,barnepigen ja  ja  frue 
nora ,nora  fordaerve mine sma boern -  forgifte hjemmet   dette er ikke sandt  dette er aldrig i evighed sandt   anden akt 
nora ,nora  nu kom der nogen   nej  - der er ingen  naturligvis - der kommer ingen idag  foerste juledag  - og ikke imorgen heller  - men kanske -  nej  ingenting i brevkassen  ganske tom   a tosseri  han goer naturligvis ikke alvor af det  der kan jo ikke ske noget sligt  det er umuligt  jeg har jo tre sma boern 
barnepigen ,barnepigen jo endelig fandt jeg da aesken med maske  radeklaederne 
nora ,nora tak  saet den pa bordet 
barnepigen ,barnepigen  men de er nok svaert i uorden 
nora ,nora a gid jeg kunde rive dem i hundred tusend stykker 
barnepigen ,barnepigen bevares  de kan godt saettes istand  bare lidt talmodighed 
nora ,nora ja  jeg vil ga hen og fa fru linde til at hjaelpe mig 
barnepigen ,barnepigen nu ud igen  i dette stygge vejr  fru nora forkoeler sig  - blir syg 
nora ,nora a  det var ikke det vaerste  - hvorledes har boernene det 
barnepigen ,barnepigen de stakkers smakryb leger med julegaverne  men -nora spoer de tidt efter mig 
barnepigen ,barnepigen de er jo sa vant til at hae mamma om sig 
nora ,nora ja men  anne marie   jeg kan ikke herefter vaere sa meget sammen med dem som foer 
barnepigen ,barnepigen na  smaboern vaenner sig til alleting 
nora ,nora tror du det  tror du  de vilde glemme sin mamma  hvis hun var ganske borte 
barnepigen ,barnepigen bevares  - ganske borte 
nora ,nora hoer  sig mig  anne marie  - det har jeg sa ofte taenkt pa  - hvorledes kunde du baere over dit hjerte at saette dit barn ud til fremmede 
barnepigen ,barnepigen men det matte jeg jo  nar jeg skulde vaere amme for lille nora 
nora ,nora ja men at du vilde det 
barnepigen ,barnepigen nar jeg kunde fa en sa god plads  en fattig pige  som er kommen i ulykke  ma vaere glad til  for det slette menneske gjorde jo ingenting for mig 
nora ,nora men din datter har da visst glemt dig 
barnepigen ,barnepigen a nej samaen har hun ikke  hun skrev da til mig  bade da hun gik til praesten og da hun var blevet gift 
nora ,nora  du gamle anne marie  du var en god moder for mig  da jeg var liden 
barnepigen ,barnepigen lille nora  stakker  havde jo ingen anden mor end jeg 
nora ,nora og hvis de sma ingen anden havde  sa ved jeg nok  at du vilde -  snak  snak  snak   ga ind til dem  nu ma jeg -  imorgen skal du fa se  hvor dejlig jeg skal bli 
barnepigen ,barnepigen ja  der blir samaen ingen pa hele ballet sa dejlig som fru nora 
nora ,nora  a  hvis jeg turde ga ud  hvis bare ingen kom  hvis her bare ikke haendte noget her  hjemme imens  dum snak  der kommer ingen  bare ikke taenke  boerste af muffen  dejlige handsker  dejlige handsker  sla det hen  sla det hen  en  to  tre  fire  fem  sex -  ah  der kommer de - 
nora ,nora a  er det dig  kristine  der er vel ingen andre derude  - hvor det var godt  at du kom 
not-nora,frulinde jeg hoerer  du har vaeret oppe og spurgt efter mig 
nora ,nora ja  jeg gik just forbi  der er noget  du endelig ma hjaelpe mig med  lad os saette os her i sofaen  se her  der skal vaere kostume  bal imorgenaften ovenpa hos konsul stenborgs  og nu vil torvald  at jeg skal vaere neapolitansk fiskerpige og danse tarantella  for den laerte jeg pa capri 
not-nora,frulinde se  se  du skal give en hel forestilling 
nora ,nora ja torvald siger  jeg boer goere det  se  her har jeg dragten  den lod torvald sy til mig dernede  men nu er det altsammen sa forrevet  og jeg ved slet ikke -
not-nora,frulinde a det skal vi snart fa istand  det er jo ikke andet end besaetningen  som er gaet lidt loes hist og her  nal og trad  na  her har vi jo hvad vi behoever 
nora ,nora a hvor det er snilt af dig 
not-nora,fru linde  sa du skal altsa vaere forklaedt imorgen  nora  ved du hvad  - da kommer jeg hen et oejeblik og ser dig pyntet  men jeg har jo rent glemt at takke dig for den hyggelige aften igar 
nora ,nora  a igar synes jeg ikke her var sa hyggeligt  som det plejer  - du skulde kommet lidt foer til byen  kristine  - ja  torvald forstar rigtignok at goere hjemmet fint og dejligt 
not-nora,frulinde du ikke mindre  taenker jeg  du er vel ikke for ingenting din faders datter  men sig mig  er doktor rank altid sa nedstemt som igar 
nora ,nora nej  igar var det svaert pafaldende  men han baerer forresten pa en meget farlig sygdom  han har taering i rygmarven  stakker  jeg skal sige dig  hans fader var et vaemmeligt menneske  som holdt elskerinder og sadant noget  og der  for blev soennen sygelig fra barndommen af  for  star du 
not-nora,fru linde  men kaereste  bedste nora  hvor far du sligt at vide 
nora ,nora  pyt  - nar man har tre boern  sa far en undertiden besoeg af - af fruer  som er sa halv  vejs laegekyndige  og de fortaeller en jo et og andet 
not-nora,fru linde  kommer doktor rank hver dag her i huset 
nora ,nora hver evige dag  han er jo torvalds bedste ungdomsven  og min gode ven ogsa  doktor rank hoerer ligesom huset til 
not-nora,frulinde men sig mig du  er den mand fuldt oprigtig  jeg mener  vil han ikke gerne sige folk be  hageligheder 
nora ,nora nej tvertimod  hvor falder du pa det 
not-nora,frulinde da du igar forestilled mig for ham  for  sikred han  at han ofte havde hoert mit navn her i huset  men siden maerked jeg  at din mand slet ikke havde noget begreb om  hvem jeg egentlig var  hvor kunde sa doktor rank - 
nora ,nora jo det er ganske rigtigt  kristine  torvald holder jo sa ubeskrivelig meget af mig  og der  for vil han eje mig ganske alene  som han siger  i den foerste tid blev han ligesom skinsyg bare jeg naevnte nogen af de kaere mennesker derhjemme  sa lod jeg det naturligvis vaere  men med doktor rank taler jeg tidt om sligt noget  for han vil gerne hoere pa det  ser du 
not-nora,frulinde hoer her  nora  du er i mange stykker som et barn endnu  jeg er jo adskilligt aeldre end du  og har lidt mere erfaring  jeg vil sige dig noget  du skulde se at komme ud af dette her med doktor rank 
nora ,nora hvad for noget skulde jeg se at komme ud af 
not-nora,frulinde bade af det ene og af det andet  synes jeg  igar snakked du noget om en rig beundrer  som skulde skaffe dig penge -
nora ,nora ja  en  som ikke er til - desvaerre  men hvad sa 
not-nora,frulinde har doktor rank formue 
nora ,nora ja det har han 
not-nora,frulinde og ingen at soerge for 
nora ,nora nej  ingen  men - 
not-nora,frulinde og han kommer hver dag her i huset 
nora ,nora ja  det hoerer du jo 
not-nora,frulinde men hvor kan den fine mand vaere sa pa  gaende 
nora ,nora jeg forstar dig aldeles ikke 
not-nora,frulinde forstil dig nu ikke  nora  tror du ikke jeg skoenner  hvem du har lant de tolv hundrede specier af 
nora ,nora er du fra sans og samling  kan du taenke dig noget sligt  en ven af os  som kommer her hver eneste dag  hvilken frygtelig pinlig stilling vilde ikke det vaere 
not-nora,frulinde altsa virkelig ikke ham 
nora ,nora nej  det forsikrer jeg dig  det har aldrig et oejeblik kunnet falde mig ind -  han havde heller ingen penge at lane bort dengang  han arved foerst bagefter 
not-nora,frulinde na  det tror jeg var et held for dig  min kaere nora 
nora ,nora nej  det kunde da aldrig falde mig ind at bede doktor rank -  forresten er jeg ganske viss pa  at dersom jeg bad ham -
not-nora,frulinde men det goer du naturligvis ikke nora nej naturligvis  jeg synes ikke  jeg kan taenke mig  at det skulde bli noedvendigt  men jeg er ganske sikker pa  at dersom jeg talte til doktor rank -
not-nora,frulinde bag din mands ryg 
nora ,nora jeg ma ud af det andet  det er ogsa bag hans ryg  jeg ma ud af dette her 
